datenquelle|standdatum|offertnummerintern|vertriebspartnergpnr|fallcode|provisionsanteil|leistungstraegerart
6050|20170114|00105146828|2346923|0||1
6050|20170114|00105150944|2313586|0|1|20
6050|20170114|00105150944|2313586|0||1
6050|20170114|00105140289|2346923|0|1|20
6050|20170114|00105140289|2346923|0||1
6050|20170114|00105149878|229569|0|1|20
6050|20170114|00105149878|229569|0||1
6050|20170114|00105151089|2504361|0|1|20
6050|20170114|00105151089|2504361|0||1
6050|20170114|00105150669|2238579|0|1|20
6050|20170114|00105150669|2238579|0||1
6050|20170114|00105150668|2238579|0|1|20
6050|20170114|00105150668|2238579|0||1
6050|20170114|00105114021|2106414|0||1
6050|20170114|00105114021|2106414|0|1|20
6050|20170114|00105114018|2106414|0|1|20
6050|20170114|00105114018|2106414|0||1
6050|20170114|00105145047|2106414|0|1|20
6050|20170114|00105145047|2106414|0||1
6050|20170114|00105150706|489115|0|1|20
6050|20170114|00105150706|489115|0||1
6050|20170114|00105150705|489115|0|1|20
6050|20170114|00105150705|489115|0||1
6050|20170114|00105150775|147652|0|1|20
6050|20170114|00105150775|147652|0||1
6050|20170114|00105151196|2106414|0|1|20
6050|20170114|00105151196|2106414|0||1
6050|20170114|00105150981|1080098|0|1|20
6050|20170114|00105150981|1080098|0||1
6050|20170114|00105135648|2070627|0|1|20
6050|20170114|00105135648|2070627|0||1
6050|20170114|00105086182|2554108|0|1|20
6050|20170114|00105086182|2554108|0||1
6050|20170114|00105150294|2108291|0|1|20
6050|20170114|00105150294|2108291|0||1
6050|20170114|00105144313|2346923|0|1|20
6050|20170114|00105144313|2346923|0||1
6050|20170114|00105135826|2580217|0|1|20
6050|20170114|00105135826|2580217|0||1
6050|20170114|00105148401|2346923|0|1|20
6050|20170114|00105148401|2346923|0||1
6050|20170114|00105138202|2346923|0|1|20
6050|20170114|00105138202|2346923|0||1
6050|20170114|00105150489|2279139|0||1
6050|20170114|00105150489|2279139|0|1|20
6050|20170114|00105120823|2663024|0|1|20
6050|20170114|00105120823|2663024|0||1
6050|20170114|00105138573|2666148|0|1|20
6050|20170114|00105138573|2666148|0||1
6050|20170114|00105148198|2346923|0|1|20
6050|20170114|00105148198|2346923|0||1
6050|20170114|00105127666|2070627|0|1|20
6050|20170114|00105127666|2070627|0||1
6050|20170114|00105131124|2070627|0|1|20
6050|20170114|00105131124|2070627|0||1
6050|20170114|00105151025|703580|0|1|20
6050|20170114|00105151025|703580|0||1
6050|20170114|00105150979|2587935|0|1|20
6050|20170114|00105150979|2587935|0||1
6050|20170114|00105142156|2507084|0|1|20
6050|20170114|00105142156|2507084|0||1
6050|20170114|00105147694|2346923|0|1|20
6050|20170114|00105147694|2346923|0||1
6050|20170114|00105148004|2587854|0||1
6050|20170114|00105148004|2587854|0|1|20
6050|20170114|00105142157|2070627|0|1|20
6050|20170114|00105142157|2070627|0||1
6050|20170114|00105118204|2656278|0|1|20
6050|20170114|00105118204|2656278|0||1
6050|20170114|00105148491|2346923|0|1|20
6050|20170114|00105148491|2346923|0||1
6050|20170114|00105145867|2346923|0|1|20
6050|20170114|00105145867|2346923|0||1
6050|20170114|00105147132|2138888|0|1|20
6050|20170114|00105147132|2138888|0||1
6050|20170114|00105148763|2346923|0|1|20
6050|20170114|00105148763|2346923|0||1
6050|20170114|00105135908|2346923|0|1|20
6050|20170114|00105135908|2346923|0||1
6050|20170114|00105149990|404769|0|1|20
6050|20170114|00105149990|404769|0||1
6050|20170114|00105145368|71570|0|1|20
6050|20170114|00105145368|71570|0||1
6050|20170114|00105149768|2595886|0|1|20
6050|20170114|00105149768|2595886|0||1
6050|20170114|00105149546|2630072|0|1|20
6050|20170114|00105149546|2630072|0||1
6050|20170114|00105107116|2127111|0|1|20
6050|20170114|00105107116|2127111|0||1
6050|20170114|00105147400|2456892|0|1|20
6050|20170114|00105147400|2456892|0||1
6050|20170114|00105150459|2313586|0|1|20
6050|20170114|00105150459|2313586|0||1
6050|20170114|00105150458|2313586|0|1|20
6050|20170114|00105150458|2313586|0||1
6050|20170114|00105126624|2531534|0|1|20
6050|20170114|00105126624|2531534|0||1
6050|20170114|00105126625|2531534|0|1|20
6050|20170114|00105126625|2531534|0||1
6050|20170114|00105141908|343761|0|1|20
6050|20170114|00105141908|343761|0||1
6050|20170114|00105126459|2346923|0|1|20
6050|20170114|00105126459|2346923|0||1
6050|20170114|00105147913|2662346|0|1|20
6050|20170114|00105147913|2662346|0||1
6050|20170114|00105142180|2288904|0|1|20
6050|20170114|00105142180|2288904|0||1
6050|20170114|00105148478|2385077|0|1|20
6050|20170114|00105148478|2385077|0||1
6050|20170114|00105148424|2385077|0|1|20
6050|20170114|00105148424|2385077|0||1
6050|20170114|00105141165|2346923|0|1|20
6050|20170114|00105141165|2346923|0||1
6050|20170114|00105148747|2602697|0|1|20
6050|20170114|00105148747|2602697|0||1
6050|20170114|00105135858|2373078|0|1|20
6050|20170114|00105135858|2505168|0||1
6050|20170114|00105149322|2602697|0|1|20
6050|20170114|00105149322|2602697|0||1
6050|20170114|00105146371|2664342|0|1|20
6050|20170114|00105146371|2664342|0||1
6050|20170114|00105149434|2661219|0|1|20
6050|20170114|00105149434|2661219|0||1
6050|20170114|00105143214|2629719|0|1|20
6050|20170114|00105143214|2629719|0||1
6050|20170114|00105113068|2567681|0|1|20
6050|20170114|00105113068|2567681|0||1
6050|20170114|00105149180|2388496|0|1|20
6050|20170114|00105149180|2388496|0||1
6050|20170114|00105149440|2661219|0|1|20
6050|20170114|00105149440|2661219|0||1
6050|20170114|00105126547|2277820|0|1|20
6050|20170114|00105126547|2277820|0||1
6050|20170114|00105149419|2346163|0|1|20
6050|20170114|00105149419|2346163|0||1
6050|20170114|00105142373|2666549|0|1|20
6050|20170114|00105142373|2666549|0||1
6050|20170114|00105149230|2224965|0|1|20
6050|20170114|00105149230|2224965|0||1
6050|20170114|00105145013|2322322|0|1|20
6050|20170114|00105145013|2322322|0||1
6050|20170114|00105137800|2346923|0||1
6050|20170114|00105137800|2346923|0|1|20
6050|20170114|00105130496|2606090|0|1|20
6050|20170114|00105130496|2606090|0||1
6050|20170114|00105147175|2574970|0|1|20
6050|20170114|00105147175|2574970|0||1
6050|20170114|00105147317|2346923|0|1|20
6050|20170114|00105147317|2346923|0||1
6050|20170114|00105149965|968131|0|1|20
6050|20170114|00105149965|968131|0||1
6050|20170114|00105149965|831765|0|0|21
6050|20170114|00105136133|2520915|0|1|20
6050|20170114|00105136133|2520915|0||1
6050|20170114|00105150530|2346923|0|1|20
6050|20170114|00105150530|2346923|0||1
6050|20170114|00105150372|986585|0|1|20
6050|20170114|00105150372|986585|0||1
6050|20170114|00105136129|2520915|0|1|20
6050|20170114|00105136129|2520915|0||1
6050|20170114|00105140344|2655604|0|1|20
6050|20170114|00105140344|2655604|0||1
6050|20170114|00105131850|2666148|0|1|20
6050|20170114|00105131850|2666148|0||1
6050|20170114|00105150727|2625209|0||1
6050|20170114|00105150727|2625209|0|1|20
6050|20170114|00105149086|2346923|0|1|20
6050|20170114|00105149086|2346923|0||1
6050|20170114|00105142414|2423192|0|1|20
6050|20170114|00105142414|2423192|0||1
6050|20170114|00105150060|2597324|0|1|20
6050|20170114|00105150060|2597324|0||1
6050|20170114|00105108441|2583449|0|1|20
6050|20170114|00105108441|2583449|0||1
6050|20170114|00105111605|2516748|0|1|20
6050|20170114|00105111605|2516748|0||1
6050|20170114|00105138199|2580217|0|1|20
6050|20170114|00105138199|2580217|0||1
6050|20170114|00105120185|2516748|0|1|20
6050|20170114|00105120185|2516748|0||1
6050|20170114|00105143698|2223721|0||1
6050|20170114|00105143698|2223721|0|1|20
6050|20170114|00105141562|2516748|0|1|20
6050|20170114|00105141562|2516748|0||1
6050|20170114|00105149501|2384244|0|1|20
6050|20170114|00105149501|2384244|0||1
6050|20170114|00105149934|2322322|0|1|20
6050|20170114|00105149934|2322322|0||1
6050|20170114|00105142563|2322322|0|1|20
6050|20170114|00105142563|2322322|0||1
6050|20170114|00105147053|2322322|0|1|20
6050|20170114|00105147053|2322322|0||1
6050|20170114|00105149974|753674|0|1|20
6050|20170114|00105149974|753674|0||1
6050|20170114|00105145882|2322322|0|1|20
6050|20170114|00105145882|2322322|0||1
6050|20170114|00105149195|2239435|0|1|20
6050|20170114|00105149195|2239435|0||1
6050|20170114|00105147080|2322322|0|1|20
6050|20170114|00105147080|2322322|0||1
6050|20170114|00105140831|2322322|0|1|20
6050|20170114|00105140831|2322322|0||1
6050|20170114|00105139994|2322322|0|1|20
6050|20170114|00105139994|2322322|0||1
6050|20170114|00105127192|2516748|0||1
6050|20170114|00105127192|2516748|0|1|20
6050|20170114|00105134438|2516748|0|1|20
6050|20170114|00105134438|2516748|0||1
6050|20170114|00105150533|730381|0|1|20
6050|20170114|00105150533|730381|0||1
6050|20170114|00105150525|730381|0||1
6050|20170114|00105150525|730381|0|1|20
6050|20170114|00105140800|2340140|0|1|20
6050|20170114|00105140800|2340140|0||1
6050|20170114|00105149490|1083115|0|1|20
6050|20170114|00105149490|1083115|0||1
6050|20170114|00105145934|2030295|0|1|20
6050|20170114|00105145934|2030295|0||1
6050|20170114|00105150024|404769|0|1|20
6050|20170114|00105150024|404769|0||1
6050|20170114|00105149991|238721|0|1|20
6050|20170114|00105149991|238721|0||1
6050|20170114|00105149979|238721|0|1|20
6050|20170114|00105149979|238721|0||1
