datenquelle|standdatum|offertnummerintern|typ|auspraegung|vertriebspersonid 
6050|20170114|00105152017|12|1|1306353
6050|20170114|00105149897|11|1|1304036
6050|20170114|00105149897|12|1|1304036
6050|20170114|00105149897|9||1304036
6050|20170114|00105152015|11|1|1306350
6050|20170114|00105152015|12|1|1306350
6050|20170114|00105152015|9||1306350
6050|20170114|00105124250|9||1306352
6050|20170114|00105124250|11|1|1306352
6050|20170114|00105124250|12|1|1306352
6050|20170114|00105152011|9||1306346
6050|20170114|00105152011|11|1|1306346
6050|20170114|00105152011|12|1|1306346
6050|20170114|00105152012|9||1306347
6050|20170114|00105152012|11|1|1306347
6050|20170114|00105152012|12|1|1306347
6050|20170114|00105152013|9||1306348
6050|20170114|00105152013|11|1|1306348
6050|20170114|00105152013|12|1|1306348
6050|20170114|00105152010|9||1306345
6050|20170114|00105152010|11|1|1306345
6050|20170114|00105152010|12|1|1306345
6050|20170114|00105151060|9||1305322
6050|20170114|00105151060|11|1|1305322
6050|20170114|00105151060|10|1|1305322
6050|20170114|00105151060|12|1|1305322
6050|20170114|00105151059|9||1305323
6050|20170114|00105151059|11|1|1305323
6050|20170114|00105151059|10|1|1305323
6050|20170114|00105151059|12|1|1305323
6050|20170114|00105152007|11|1|1306342
6050|20170114|00105152007|12|1|1306342
6050|20170114|00105152007|9||1306342
6050|20170114|00105137430|9||1290137
6050|20170114|00105137430|11|1|1290137
6050|20170114|00105137430|12|1|1290137
6050|20170114|00105152009|11|1|1306344
6050|20170114|00105152009|12|1|1306344
6050|20170114|00105152009|9||1306344
6050|20170114|00105152008|9||1306343
6050|20170114|00105152008|11|1|1306343
6050|20170114|00105152008|12|1|1306343
6050|20170114|00105152004|11|1|1306339
6050|20170114|00105152004|12|1|1306339
6050|20170114|00105152004|9||1306339
6050|20170114|00105152006|11|1|1306341
6050|20170114|00105152006|9||1306341
6050|20170114|00105152006|12|1|1306341
6050|20170114|00105152005|9||1306340
6050|20170114|00105152005|11|1|1306340
6050|20170114|00105152005|12|1|1306340
6050|20170114|00105152003|11|1|1306337
6050|20170114|00105152003|12|1|1306337
6050|20170114|00105152003|9||1306337
6050|20170114|00105122359|11|1|1306338
6050|20170114|00105122359|9||1306338
6050|20170114|00105122359|12|1|1306338
6050|20170114|00105152002|11|1|1306336
6050|20170114|00105152002|12|1|1306336
6050|20170114|00105152002|9||1306336
6050|20170114|00105152000|11|1|1306334
6050|20170114|00105152000|12|1|1306334
6050|20170114|00105152000|9||1306334
6050|20170114|00105144305|11|1|1297637
6050|20170114|00105144305|9||1297637
6050|20170114|00105144305|12|1|1297637
6050|20170114|00105152001|9||1306335
6050|20170114|00105152001|11|1|1306335
6050|20170114|00105152001|12|1|1306335
6050|20170114|00105151996|9||1306329
6050|20170114|00105151996|11|1|1306329
6050|20170114|00105151996|12|1|1306329
6050|20170114|00105151999|12|1|1306333
6050|20170114|00105151999|11|1|1306333
6050|20170114|00105151999|9||1306333
6050|20170114|00105151999|12|2|1306332
6050|20170114|00105151997|11|1|1306330
6050|20170114|00105151997|12|1|1306330
6050|20170114|00105151997|9||1306330
6050|20170114|00105151995|12|1|1306328
6050|20170114|00105151995|11|1|1306328
6050|20170114|00105151995|9||1306328
6050|20170114|00105151995|12|2|1306327
6050|20170114|00105151913|11|1|1306242
6050|20170114|00105151913|12|1|1306242
6050|20170114|00105151913|9||1306242
6050|20170114|00105150371|11|1|1304576
6050|20170114|00105150371|9||1304576
6050|20170114|00105150371|12|1|1304576
6050|20170114|00105151985|11|1|1306318
6050|20170114|00105151985|12|1|1306318
6050|20170114|00105151985|10|1|1306318
6050|20170114|00105151985|9||1306318
6050|20170114|00105151986|9||1306319
6050|20170114|00105151986|11|1|1306319
6050|20170114|00105151986|12|1|1306319
6050|20170114|00105151994|9||1306326
6050|20170114|00105151994|11|1|1306326
6050|20170114|00105151994|12|1|1306326
6050|20170114|00105151992|11|1|1306324
6050|20170114|00105151992|12|1|1306324
6050|20170114|00105151992|9||1306324
6050|20170114|00105151993|11|1|1306325
6050|20170114|00105151993|12|1|1306325
6050|20170114|00105148850|9||1302862
6050|20170114|00105148850|11|1|1302862
6050|20170114|00105148850|12|1|1302862
6050|20170114|00105151991|11|1|1306323
6050|20170114|00105151991|9||1306323
6050|20170114|00105151991|12|1|1306323
6050|20170114|00105151988|11|1|1306321
6050|20170114|00105151988|12|1|1306321
6050|20170114|00105151990|9||1306322
6050|20170114|00105151990|11|1|1306322
6050|20170114|00105151990|12|1|1306322
6050|20170114|00105149756|11|1|1303876
6050|20170114|00105149756|9||1303876
6050|20170114|00105149756|12|1|1303876
6050|20170114|00105151987|11|1|1306320
6050|20170114|00105151987|12|1|1306320
6050|20170114|00105151984|9||1306317
6050|20170114|00105151984|11|1|1306317
6050|20170114|00105151984|12|1|1306317
6050|20170114|00105151983|11|1|1306316
6050|20170114|00105151983|9||1306316
6050|20170114|00105151983|12|1|1306316
6050|20170114|00105151982|11|1|1306315
6050|20170114|00105151982|9||1306315
6050|20170114|00105151982|12|1|1306315
6050|20170114|00105151981|11|1|1306313
6050|20170114|00105151981|9||1306313
6050|20170114|00105151981|12|1|1306313
6050|20170114|00105112973|11|1|1306314
6050|20170114|00105112973|9||1306314
6050|20170114|00105112973|12|1|1306314
6050|20170114|00105150809|11|1|1305062
6050|20170114|00105150809|12|1|1305062
6050|20170114|00105150809|9||1305062
6050|20170114|00105151977|11|1|1306308
6050|20170114|00105151977|12|1|1306308
6050|20170114|00105151977|9||1306308
6050|20170114|00105151980|9||1306312
6050|20170114|00105151980|11|1|1306312
6050|20170114|00105151980|12|1|1306312
6050|20170114|00105148237|9||1306310
6050|20170114|00105148237|11|1|1306310
6050|20170114|00105148237|12|1|1306310
6050|20170114|00105151978|11|1|1306309
6050|20170114|00105151978|12|1|1306309
6050|20170114|00105151975|11|1|1306306
6050|20170114|00105151975|12|1|1306306
6050|20170114|00105151975|9||1306306
6050|20170114|00105151967|9||1306298
6050|20170114|00105151967|11|1|1306298
6050|20170114|00105151967|12|1|1306298
6050|20170114|00105151972|11|1|1306303
6050|20170114|00105151972|12|1|1306303
6050|20170114|00105151972|9||1306303
6050|20170114|00105151442|9||1305740
6050|20170114|00105151442|11|1|1305740
6050|20170114|00105151442|12|1|1305740
6050|20170114|00105151963|9||1306294
6050|20170114|00105151963|11|1|1306294
6050|20170114|00105151963|12|1|1306294
6050|20170114|00105151971|11|1|1306302
6050|20170114|00105151971|12|1|1306302
6050|20170114|00105151966|9||1306297
6050|20170114|00105151966|11|1|1306297
6050|20170114|00105151966|12|1|1306297
6050|20170114|00105151970|9||1306301
6050|20170114|00105151970|11|1|1306301
6050|20170114|00105151970|12|1|1306301
6050|20170114|00105151931|9||1306261
6050|20170114|00105151931|11|1|1306261
6050|20170114|00105151931|12|1|1306261
6050|20170114|00105151964|11|1|1306295
6050|20170114|00105151964|12|1|1306295
6050|20170114|00105151964|9||1306295
6050|20170114|00105151965|9||1306296
6050|20170114|00105151965|11|1|1306296
6050|20170114|00105151965|12|1|1306296
6050|20170114|00105151962|9||1306293
6050|20170114|00105151962|11|1|1306293
6050|20170114|00105151962|12|1|1306293
6050|20170114|00105083460|11|1|1306292
6050|20170114|00105083460|9||1306292
6050|20170114|00105083460|12|1|1306292
6050|20170114|00105151961|11|1|1306291
6050|20170114|00105151961|12|1|1306291
6050|20170114|00105151961|9||1306291
6050|20170114|00105151960|11|1|1306290
6050|20170114|00105151960|12|1|1306290
6050|20170114|00105151959|11|1|1306289
6050|20170114|00105151959|12|1|1306289
6050|20170114|00105151958|11|1|1306288
6050|20170114|00105151958|12|1|1306288
6050|20170114|00105151957|11|1|1306287
6050|20170114|00105151957|12|1|1306287
6050|20170114|00105151957|9||1306287
6050|20170114|00105151949|9||1306279
6050|20170114|00105151949|11|1|1306279
6050|20170114|00105151949|12|1|1306279
6050|20170114|00105151956|9||1306286
6050|20170114|00105151956|11|1|1306286
6050|20170114|00105151956|12|1|1306286
6050|20170114|00105150616|11|1|1304842
6050|20170114|00105150616|12|1|1304842
6050|20170114|00105150616|9||1304842
6050|20170114|00105151954|11|1|1306284
6050|20170114|00105151954|12|1|1306284
6050|20170114|00105151952|11|1|1306282
6050|20170114|00105151952|12|1|1306282
6050|20170114|00105151952|9||1306282
6050|20170114|00105151927|11|1|1306257
6050|20170114|00105151927|12|1|1306257
6050|20170114|00105151927|9||1306257
6050|20170114|00105151953|11|1|1306283
6050|20170114|00105151953|12|1|1306283
6050|20170114|00105151950|9||1306280
6050|20170114|00105151950|11|1|1306280
6050|20170114|00105151950|12|1|1306280
6050|20170114|00105151947|9||1306277
6050|20170114|00105151947|11|1|1306277
6050|20170114|00105151947|12|1|1306277
6050|20170114|00105151935|11|1|1306265
6050|20170114|00105151935|12|1|1306265
6050|20170114|00105151935|9||1306265
6050|20170114|00105151948|9||1306278
6050|20170114|00105151948|11|1|1306278
6050|20170114|00105151948|12|1|1306278
6050|20170114|00105151946|11|1|1306276
6050|20170114|00105151946|12|1|1306276
6050|20170114|00105151943|11|1|1306273
6050|20170114|00105151943|12|1|1306273
6050|20170114|00105151945|11|1|1306275
6050|20170114|00105151945|12|1|1306275
6050|20170114|00105151939|9||1306269
6050|20170114|00105151939|11|1|1306269
6050|20170114|00105151939|12|1|1306269
6050|20170114|00105151944|11|1|1306274
6050|20170114|00105151944|12|1|1306274
6050|20170114|00105151942|11|1|1306272
6050|20170114|00105151942|9||1306272
6050|20170114|00105151942|12|1|1306272
6050|20170114|00105151940|9||1306270
6050|20170114|00105151940|11|1|1306270
6050|20170114|00105151940|12|1|1306270
6050|20170114|00105151941|11|1|1306271
6050|20170114|00105151941|12|1|1306271
6050|20170114|00105151934|11|1|1306264
6050|20170114|00105151934|12|1|1306264
6050|20170114|00105151934|9||1306264
6050|20170114|00105151938|11|1|1306268
6050|20170114|00105151938|12|1|1306268
6050|20170114|00105151937|9||1306267
6050|20170114|00105151937|11|1|1306267
6050|20170114|00105151937|12|1|1306267
6050|20170114|00105151936|11|1|1306266
6050|20170114|00105151936|9||1306266
6050|20170114|00105151936|12|1|1306266
6050|20170114|00105151932|11|1|1306262
6050|20170114|00105151932|12|1|1306262
6050|20170114|00105151932|9||1306262
6050|20170114|00105151933|11|1|1306263
6050|20170114|00105151933|12|1|1306263
6050|20170114|00105151930|11|1|1306260
6050|20170114|00105151930|9||1306260
6050|20170114|00105151930|12|1|1306260
6050|20170114|00105150758|11|1|1305002
6050|20170114|00105150758|12|1|1305002
6050|20170114|00105150758|9||1305002
6050|20170114|00105151928|11|1|1306258
6050|20170114|00105151928|12|1|1306258
6050|20170114|00105151928|9||1306258
6050|20170114|00105151929|9||1306259
6050|20170114|00105151929|11|1|1306259
6050|20170114|00105151929|12|1|1306259
6050|20170114|00105151925|9||1306255
6050|20170114|00105151925|11|1|1306255
6050|20170114|00105151925|12|1|1306254
6050|20170114|00105151926|11|1|1306256
6050|20170114|00105151926|12|1|1306256
6050|20170114|00105149220|11|1|1303276
6050|20170114|00105149220|9||1303276
6050|20170114|00105149220|12|1|1303276
6050|20170114|00105151924|11|1|1306253
6050|20170114|00105151924|12|1|1306253
6050|20170114|00105151923|11|1|1306252
6050|20170114|00105151923|12|1|1306252
6050|20170114|00105151921|9||1306250
6050|20170114|00105151921|11|1|1306250
6050|20170114|00105151921|12|1|1306250
6050|20170114|00105150842|11|1|1305096
6050|20170114|00105150842|12|1|1305096
6050|20170114|00105150842|9||1305096
6050|20170114|00105151920|11|1|1306249
6050|20170114|00105151920|12|1|1306249
6050|20170114|00105151920|9||1306249
6050|20170114|00105151922|11|1|1306251
6050|20170114|00105151922|9||1306251
6050|20170114|00105151922|12|1|1306251
6050|20170114|00105149754|11|1|1303872
6050|20170114|00105149754|12|1|1303872
6050|20170114|00105149754|9||1303872
6050|20170114|00105151919|9||1306248
6050|20170114|00105151919|11|1|1306248
6050|20170114|00105151919|12|1|1306248
6050|20170114|00105151918|11|1|1306247
6050|20170114|00105151918|12|1|1306247
6050|20170114|00105151918|9||1306247
6050|20170114|00105151305|11|1|1305583
6050|20170114|00105151305|12|1|1305583
6050|20170114|00105151305|9||1305583
6050|20170114|00105151917|11|1|1306246
6050|20170114|00105151917|12|1|1306246
6050|20170114|00105151917|9||1306246
6050|20170114|00105151914|11|1|1306243
6050|20170114|00105151914|12|1|1306243
6050|20170114|00105151914|9||1306243
6050|20170114|00105151915|11|1|1306244
6050|20170114|00105151915|9||1306244
6050|20170114|00105151915|12|1|1306244
6050|20170114|00105151912|11|1|1306241
6050|20170114|00105151912|12|1|1306241
6050|20170114|00105151912|9||1306241
6050|20170114|00105151911|11|1|1306240
6050|20170114|00105151911|12|1|1306240
6050|20170114|00105151911|9||1306240
6050|20170114|00105150027|9||1304187
6050|20170114|00105150027|11|1|1304187
6050|20170114|00105150027|12|1|1304187
6050|20170114|00105151910|11|1|1306239
6050|20170114|00105151910|9||1306239
6050|20170114|00105151910|12|1|1306239
6050|20170114|00105151908|11|1|1306237
6050|20170114|00105151908|12|1|1306237
6050|20170114|00105151908|9||1306237
6050|20170114|00105151909|9||1306238
6050|20170114|00105151909|11|1|1306238
6050|20170114|00105151909|12|1|1306238
6050|20170114|00105148897|11|1|1302918
6050|20170114|00105148897|12|1|1302918
6050|20170114|00105148897|9||1302918
6050|20170114|00105151907|11|1|1306236
6050|20170114|00105151907|12|1|1306236
6050|20170114|00105151907|9||1306236
6050|20170114|00105151906|11|1|1306235
6050|20170114|00105151906|12|1|1306235
6050|20170114|00105151906|9||1306235
6050|20170114|00105151904|11|1|1306233
6050|20170114|00105151904|12|1|1306233
6050|20170114|00105151904|9||1306233
6050|20170114|00105151903|11|1|1306232
6050|20170114|00105151903|12|1|1306232
6050|20170114|00105151903|9||1306232
6050|20170114|00105145662|11|1|1306231
6050|20170114|00105145662|9||1306231
6050|20170114|00105145662|12|1|1306231
6050|20170114|00105151902|11|1|1306230
6050|20170114|00105151902|12|1|1306230
6050|20170114|00105151902|9||1306230
6050|20170114|00105151901|11|1|1306229
6050|20170114|00105151901|12|1|1306229
6050|20170114|00105151899|11|1|1306226
6050|20170114|00105151899|12|1|1306226
6050|20170114|00105151899|9||1306226
6050|20170114|00105151900|11|1|1306227
6050|20170114|00105151900|9||1306227
6050|20170114|00105151900|12|1|1306227
6050|20170114|00105151896|11|1|1306228
6050|20170114|00105151896|9||1306228
6050|20170114|00105151896|12|1|1306228
6050|20170114|00105151898|11|1|1306225
6050|20170114|00105151898|12|1|1306225
6050|20170114|00105151897|11|1|1306224
6050|20170114|00105151897|9||1306224
6050|20170114|00105151897|12|1|1306224
6050|20170114|00105151895|11|1|1306222
6050|20170114|00105151895|12|1|1306222
6050|20170114|00105151895|9||1306222
6050|20170114|00105151894|11|1|1306221
6050|20170114|00105151894|12|1|1306221
6050|20170114|00105150136|11|1|1304319
6050|20170114|00105150136|9||1304319
6050|20170114|00105150136|12|1|1304319
6050|20170114|00105151893|11|1|1306220
6050|20170114|00105151893|12|1|1306220
6050|20170114|00105151892|11|1|1306219
6050|20170114|00105151892|12|1|1306219
6050|20170114|00105151892|9||1306219
6050|20170114|00105151887|9||1306213
6050|20170114|00105151887|12|1|1306213
6050|20170114|00105151887|11|1|1306213
6050|20170114|00105151887|12|2|1306212
6050|20170114|00105143969|11|1|1297279
6050|20170114|00105143969|9||1297279
6050|20170114|00105143969|12|1|1297279
6050|20170114|00105151891|11|1|1306218
6050|20170114|00105151891|12|1|1306218
6050|20170114|00105151889|11|1|1306216
6050|20170114|00105151889|12|1|1306216
6050|20170114|00105151889|9||1306216
6050|20170114|00105151890|11|1|1306217
6050|20170114|00105151890|12|1|1306217
6050|20170114|00105151890|9||1306217
6050|20170114|00105151888|11|1|1306215
6050|20170114|00105151888|12|1|1306214
6050|20170114|00105151888|9||1306215
6050|20170114|00105151886|11|1|1306211
6050|20170114|00105151886|12|1|1306211
6050|20170114|00105151886|9||1306211
6050|20170114|00105151885|9||1306210
6050|20170114|00105151885|11|1|1306210
6050|20170114|00105151885|12|1|1306210
6050|20170114|00105151525|12|2|1305830
6050|20170114|00105151525|11|1|1305829
6050|20170114|00105151525|12|1|1305829
6050|20170114|00105151525|10|1|1305829
6050|20170114|00105151525|9||1305829
6050|20170114|00105151875|11|1|1306200
6050|20170114|00105151875|12|1|1306199
6050|20170114|00105151875|9||1306200
6050|20170114|00105146308|11|1|1299863
6050|20170114|00105146308|12|1|1299863
6050|20170114|00105146308|9||1299863
6050|20170114|00105151884|11|1|1306209
6050|20170114|00105151884|12|1|1306209
6050|20170114|00105151884|9||1306209
6050|20170114|00105151882|9||1306207
6050|20170114|00105151882|11|1|1306207
6050|20170114|00105151882|12|1|1306207
6050|20170114|00105151883|11|1|1306208
6050|20170114|00105151883|9||1306208
6050|20170114|00105151883|12|1|1306208
6050|20170114|00105151881|9||1306206
6050|20170114|00105151881|11|1|1306206
6050|20170114|00105151881|12|1|1306206
6050|20170114|00105151880|11|1|1306205
6050|20170114|00105151880|12|1|1306205
6050|20170114|00105151879|11|1|1306204
6050|20170114|00105151879|12|1|1306204
6050|20170114|00105151878|11|1|1306203
6050|20170114|00105151878|12|1|1306203
6050|20170114|00105151878|9||1306203
6050|20170114|00105151877|11|1|1306202
6050|20170114|00105151877|9||1306202
6050|20170114|00105151877|12|1|1306202
6050|20170114|00105151876|9||1306201
6050|20170114|00105151876|11|1|1306201
6050|20170114|00105151876|12|1|1306201
6050|20170114|00105149668|11|1|1303783
6050|20170114|00105149668|12|1|1303783
6050|20170114|00105149668|9||1303783
6050|20170114|00105151873|11|1|1306197
6050|20170114|00105151873|12|1|1306197
6050|20170114|00105151873|10|1|1306197
6050|20170114|00105151873|9||1306197
6050|20170114|00105151874|9||1306198
6050|20170114|00105151874|11|1|1306198
6050|20170114|00105151874|12|1|1306198
6050|20170114|00105151872|9||1306196
6050|20170114|00105151872|11|1|1306196
6050|20170114|00105151872|12|1|1306196
6050|20170114|00105151871|9||1306195
6050|20170114|00105151871|11|1|1306195
6050|20170114|00105151871|12|1|1306195
6050|20170114|00105150707|9||1304942
6050|20170114|00105150707|11|1|1304942
6050|20170114|00105150707|12|1|1304942
6050|20170114|00105151870|11|1|1306193
6050|20170114|00105151870|12|1|1306193
6050|20170114|00105151869|11|1|1306194
6050|20170114|00105151869|12|1|1306194
6050|20170114|00105151867|9||1306191
6050|20170114|00105151867|11|1|1306191
6050|20170114|00105151867|12|1|1306191
6050|20170114|00105099592|9||1302118
6050|20170114|00105099592|11|1|1302118
6050|20170114|00105099592|12|1|1302118
6050|20170114|00105151866|11|1|1306190
6050|20170114|00105151866|12|1|1306190
6050|20170114|00105146383|11|1|1306188
6050|20170114|00105146383|9||1306188
6050|20170114|00105146383|12|1|1306188
6050|20170114|00105151865|9||1306189
6050|20170114|00105151865|11|1|1306189
6050|20170114|00105151865|12|1|1306189
6050|20170114|00105151864|9||1306187
6050|20170114|00105151864|11|1|1306187
6050|20170114|00105151864|12|1|1306187
6050|20170114|00105151862|9||1306184
6050|20170114|00105151862|11|1|1306184
6050|20170114|00105151862|12|1|1306184
6050|20170114|00105151863|11|1|1306186
6050|20170114|00105151863|12|1|1306185
6050|20170114|00105151016|9||1305276
6050|20170114|00105151016|11|1|1305276
6050|20170114|00105151016|12|1|1305276
6050|20170114|00105096788|9||1300563
6050|20170114|00105096788|11|1|1300563
6050|20170114|00105096788|12|1|1300563
6050|20170114|00105151861|11|1|1306183
6050|20170114|00105151861|12|1|1306183
6050|20170114|00105151861|9||1306183
6050|20170114|00105135081|11|1|1300052
6050|20170114|00105135081|9||1300052
6050|20170114|00105135081|12|1|1300052
6050|20170114|00105132535|9||1299785
6050|20170114|00105132535|11|1|1299785
6050|20170114|00105132535|12|1|1299785
6050|20170114|00105117579|11|1|1300561
6050|20170114|00105117579|9||1300561
6050|20170114|00105117579|12|1|1300561
6050|20170114|00105151030|9||1305290
6050|20170114|00105151030|11|1|1305290
6050|20170114|00105151030|12|1|1305290
6050|20170114|00105151854|9||1306169
6050|20170114|00105151854|12|2|1306170
6050|20170114|00105151854|11|1|1306169
6050|20170114|00105151854|11|2|1306170
6050|20170114|00105151854|12|1|1306169
6050|20170114|00105151860|9||1306181
6050|20170114|00105151860|11|1|1306182
6050|20170114|00105151860|12|1|1306181
6050|20170114|00105145512|9||1306178
6050|20170114|00105145512|11|1|1306178
6050|20170114|00105145512|12|1|1306178
6050|20170114|00105151859|11|1|1306180
6050|20170114|00105151859|12|1|1306179
6050|20170114|00105151859|9||1306179
6050|20170114|00105151028|11|1|1305288
6050|20170114|00105151028|12|1|1305288
6050|20170114|00105151028|9||1305288
6050|20170114|00105151858|11|1|1306177
6050|20170114|00105151858|9||1306176
6050|20170114|00105151858|12|1|1306176
6050|20170114|00105151032|11|1|1305292
6050|20170114|00105151032|12|1|1305292
6050|20170114|00105151032|9||1305292
6050|20170114|00105151857|9||1306174
6050|20170114|00105151857|11|1|1306175
6050|20170114|00105151857|12|1|1306174
6050|20170114|00105151855|11|1|1306172
6050|20170114|00105151855|12|1|1306171
6050|20170114|00105151855|9||1306171
6050|20170114|00105151856|11|1|1306173
6050|20170114|00105151856|12|1|1306173
6050|20170114|00105151856|9||1306173
6050|20170114|00105151040|12|1|1305302
6050|20170114|00105151040|11|1|1305302
6050|20170114|00105151040|12|2|1305301
6050|20170114|00105151040|9||1305302
6050|20170114|00105151852|11|1|1306167
6050|20170114|00105151852|12|1|1306167
6050|20170114|00105151852|9||1306167
6050|20170114|00105151853|9||1306168
6050|20170114|00105151853|11|1|1306168
6050|20170114|00105151853|12|1|1306168
6050|20170114|00105151851|11|1|1306166
6050|20170114|00105151851|9||1306166
6050|20170114|00105151851|12|1|1306166
6050|20170114|00105151850|11|1|1306165
6050|20170114|00105151850|12|1|1306165
6050|20170114|00105151850|9||1306165
6050|20170114|00105151849|11|1|1306164
6050|20170114|00105151849|12|1|1306164
6050|20170114|00105151849|9||1306164
6050|20170114|00105151848|9||1306163
6050|20170114|00105151848|11|1|1306163
6050|20170114|00105151848|12|1|1306163
6050|20170114|00105151846|9||1306161
6050|20170114|00105151846|11|1|1306161
6050|20170114|00105151846|12|1|1306161
6050|20170114|00105151845|11|1|1306160
6050|20170114|00105151845|9||1306160
6050|20170114|00105151845|12|1|1306160
6050|20170114|00105151844|9||1306159
6050|20170114|00105151844|11|1|1306159
6050|20170114|00105151844|12|1|1306159
6050|20170114|00105151843|9||1306158
6050|20170114|00105151843|11|1|1306158
6050|20170114|00105151843|12|1|1306158
6050|20170114|00105151842|11|1|1306157
6050|20170114|00105151842|9||1306157
6050|20170114|00105151842|12|1|1306157
6050|20170114|00105151841|11|1|1306156
6050|20170114|00105151841|9||1306156
6050|20170114|00105151841|12|1|1306156
6050|20170114|00105151840|11|1|1306155
6050|20170114|00105151840|12|1|1306155
6050|20170114|00105151840|9||1306155
6050|20170114|00105151839|11|1|1306154
6050|20170114|00105151839|9||1306154
6050|20170114|00105151839|12|1|1306154
6050|20170114|00105151838|11|1|1306153
6050|20170114|00105151838|12|1|1306153
6050|20170114|00105151838|9||1306153
6050|20170114|00105151837|11|1|1306152
6050|20170114|00105151837|12|1|1306152
6050|20170114|00105151837|9||1306152
6050|20170114|00105151836|9||1306151
6050|20170114|00105151836|11|1|1306151
6050|20170114|00105151836|12|1|1306151
6050|20170114|00105151290|9||1305564
6050|20170114|00105151290|11|1|1305564
6050|20170114|00105151290|12|1|1305564
6050|20170114|00105151835|9||1306150
6050|20170114|00105151835|11|1|1306150
6050|20170114|00105151835|12|1|1306150
6050|20170114|00105151834|11|1|1306149
6050|20170114|00105151834|9||1306149
6050|20170114|00105151834|12|1|1306149
6050|20170114|00105151833|11|1|1306148
6050|20170114|00105151833|9||1306148
6050|20170114|00105151833|12|1|1306148
6050|20170114|00105151832|11|1|1306147
6050|20170114|00105151832|12|1|1306147
6050|20170114|00105151832|9||1306147
6050|20170114|00105151831|11|1|1306146
6050|20170114|00105151831|9||1306146
6050|20170114|00105151831|12|1|1306146
6050|20170114|00105151830|11|1|1306145
6050|20170114|00105151830|9||1306145
6050|20170114|00105151830|12|1|1306145
6050|20170114|00105151829|11|1|1306144
6050|20170114|00105151829|9||1306144
6050|20170114|00105151829|12|1|1306144
6050|20170114|00105151828|11|1|1306143
6050|20170114|00105151828|9||1306143
6050|20170114|00105151828|12|1|1306143
6050|20170114|00105151827|11|1|1306142
6050|20170114|00105151827|12|1|1306142
6050|20170114|00105151827|9||1306142
6050|20170114|00105151826|9||1306141
6050|20170114|00105151826|11|1|1306141
6050|20170114|00105151826|12|1|1306141
6050|20170114|00105151825|11|1|1306140
6050|20170114|00105151825|12|1|1306140
6050|20170114|00105151825|9||1306140
6050|20170114|00105151824|11|1|1306139
6050|20170114|00105151824|12|1|1306139
6050|20170114|00105151824|9||1306139
6050|20170114|00105151823|11|1|1306138
6050|20170114|00105151823|12|1|1306138
6050|20170114|00105151823|9||1306138
6050|20170114|00105151822|11|1|1306137
6050|20170114|00105151822|12|1|1306137
6050|20170114|00105151822|9||1306137
6050|20170114|00105151821|11|1|1306136
6050|20170114|00105151821|9||1306136
6050|20170114|00105151821|12|1|1306136
6050|20170114|00105151762|9||1306076
6050|20170114|00105151762|11|1|1306076
6050|20170114|00105151762|12|1|1306076
6050|20170114|00105151820|9||1306135
6050|20170114|00105151820|11|1|1306135
6050|20170114|00105151820|12|1|1306135
6050|20170114|00105151819|11|1|1306134
6050|20170114|00105151819|9||1306134
6050|20170114|00105151819|12|1|1306134
6050|20170114|00105151818|9||1306133
6050|20170114|00105151818|11|1|1306133
6050|20170114|00105151818|12|1|1306133
6050|20170114|00105151817|9||1306132
6050|20170114|00105151817|11|1|1306132
6050|20170114|00105151817|12|1|1306132
6050|20170114|00105151816|11|1|1306131
6050|20170114|00105151816|12|1|1306131
6050|20170114|00105151816|9||1306131
6050|20170114|00105151815|11|1|1306130
6050|20170114|00105151815|12|1|1306130
6050|20170114|00105151815|9||1306130
6050|20170114|00105151814|12|1|1306129
6050|20170114|00105151814|11|1|1306129
6050|20170114|00105151814|9||1306129
6050|20170114|00105151814|12|2|1306128
6050|20170114|00105151812|11|1|1306126
6050|20170114|00105151812|12|1|1306126
6050|20170114|00105151812|9||1306126
6050|20170114|00105151813|11|1|1306127
6050|20170114|00105151813|9||1306127
6050|20170114|00105151813|12|1|1306127
6050|20170114|00105151811|9||1306125
6050|20170114|00105151811|11|1|1306125
6050|20170114|00105151811|12|1|1306125
6050|20170114|00105151810|11|1|1306124
6050|20170114|00105151810|12|1|1306124
6050|20170114|00105151810|9||1306124
6050|20170114|00105151809|11|1|1306123
6050|20170114|00105151809|9||1306123
6050|20170114|00105151809|12|1|1306123
6050|20170114|00105151808|11|1|1306122
6050|20170114|00105151808|12|1|1306122
6050|20170114|00105151808|9||1306122
6050|20170114|00105151807|11|1|1306121
6050|20170114|00105151807|9||1306121
6050|20170114|00105151807|12|1|1306121
6050|20170114|00105151806|9||1306120
6050|20170114|00105151806|11|1|1306120
6050|20170114|00105151806|12|1|1306120
6050|20170114|00105151805|11|1|1306119
6050|20170114|00105151805|9||1306119
6050|20170114|00105151805|12|1|1306119
6050|20170114|00105151804|11|1|1306118
6050|20170114|00105151804|12|1|1306118
6050|20170114|00105151803|9||1306117
6050|20170114|00105151803|11|1|1306117
6050|20170114|00105151803|12|1|1306117
6050|20170114|00105151802|11|1|1306116
6050|20170114|00105151802|12|1|1306116
6050|20170114|00105151802|9||1306116
6050|20170114|00105151801|11|1|1306115
6050|20170114|00105151801|12|1|1306115
6050|20170114|00105151799|9||1306113
6050|20170114|00105151799|11|1|1306113
6050|20170114|00105151799|12|1|1306113
6050|20170114|00105151798|11|1|1306112
6050|20170114|00105151798|9||1306112
6050|20170114|00105151798|12|1|1306112
