datenquelle|standdatum|offertnummerintern|typ|auspraegung|vertriebspersonid 
6050|20170114|00105153166|11|1|1307580
6050|20170114|00105153166|9||1307580
6050|20170114|00105153166|12|1|1307580
6050|20170114|00105078487|9||1246043
6050|20170114|00105078487|11|1|1246043
6050|20170114|00105078487|12|1|1246043
6050|20170114|00105134933|9||1287296
6050|20170114|00105134933|11|1|1287296
6050|20170114|00105134933|12|1|1287296
6050|20170114|00105153164|9||1307576
6050|20170114|00105153164|11|1|1307576
6050|20170114|00105153164|12|1|1307576
6050|20170114|00105134928|11|1|1287290
6050|20170114|00105134928|12|1|1287290
6050|20170114|00105134928|9||1287290
6050|20170114|00105153165|11|1|1307577
6050|20170114|00105153165|9||1307577
6050|20170114|00105153165|12|1|1307577
6050|20170114|00105109060|11|1|1259253
6050|20170114|00105109060|12|1|1259253
6050|20170114|00105109069|12|2|1259265
6050|20170114|00105109069|11|2|1259265
6050|20170114|00105109069|11|1|1259264
6050|20170114|00105109069|12|1|1259264
6050|20170114|00105109051|11|1|1259244
6050|20170114|00105109051|12|1|1259244
6050|20170114|00105153155|11|1|1307567
6050|20170114|00105153155|12|1|1307567
6050|20170114|00105153155|9||1307567
6050|20170114|00105153163|9||1307575
6050|20170114|00105153163|11|1|1307575
6050|20170114|00105153163|12|1|1307575
6050|20170114|00105153162|11|1|1307574
6050|20170114|00105153162|12|1|1307574
6050|20170114|00105153162|9||1307574
6050|20170114|00105153161|9||1307573
6050|20170114|00105153161|11|1|1307573
6050|20170114|00105153161|12|1|1307573
6050|20170114|00105153160|11|1|1307572
6050|20170114|00105153160|9||1307572
6050|20170114|00105153160|12|1|1307572
6050|20170114|00105153159|9||1307571
6050|20170114|00105153159|11|1|1307571
6050|20170114|00105153159|12|1|1307571
6050|20170114|00105152731|11|1|1307116
6050|20170114|00105152731|12|1|1307116
6050|20170114|00105152731|9||1307116
6050|20170114|00105153158|11|1|1307570
6050|20170114|00105153158|9||1307570
6050|20170114|00105153158|12|1|1307570
6050|20170114|00105153157|9||1307569
6050|20170114|00105153157|11|1|1307569
6050|20170114|00105153157|12|1|1307569
6050|20170114|00105153156|9||1307568
6050|20170114|00105153156|11|1|1307568
6050|20170114|00105153156|12|1|1307568
6050|20170114|00105153154|11|1|1307566
6050|20170114|00105153154|12|1|1307566
6050|20170114|00105153154|9||1307566
6050|20170114|00105153153|11|1|1307565
6050|20170114|00105153153|9||1307565
6050|20170114|00105153153|12|1|1307565
6050|20170114|00105153152|9||1307564
6050|20170114|00105153152|11|1|1307564
6050|20170114|00105153152|12|1|1307564
6050|20170114|00105147778|9||1307563
6050|20170114|00105147778|11|1|1307563
6050|20170114|00105147778|12|1|1307563
6050|20170114|00105153151|9||1307562
6050|20170114|00105153151|11|1|1307562
6050|20170114|00105153151|12|1|1307562
6050|20170114|00105153150|9||1307561
6050|20170114|00105153150|11|1|1307561
6050|20170114|00105153150|12|1|1307561
6050|20170114|00105153149|11|1|1307560
6050|20170114|00105153149|12|1|1307560
6050|20170114|00105153149|9||1307560
6050|20170114|00105153148|11|1|1307559
6050|20170114|00105153148|12|1|1307559
6050|20170114|00105153148|9||1307559
6050|20170114|00105153147|11|1|1307557
6050|20170114|00105153147|12|1|1307557
6050|20170114|00105153146|11|1|1307558
6050|20170114|00105153146|12|1|1307558
6050|20170114|00105153145|11|1|1307556
6050|20170114|00105153145|12|1|1307556
6050|20170114|00105153145|9||1307556
6050|20170114|00105153144|11|1|1307555
6050|20170114|00105153144|12|1|1307555
6050|20170114|00105153144|9||1307555
6050|20170114|00105153138|11|1|1307549
6050|20170114|00105153138|9||1307549
6050|20170114|00105153138|12|1|1307549
6050|20170114|00105153143|11|1|1307554
6050|20170114|00105153143|9||1307554
6050|20170114|00105153143|12|1|1307554
6050|20170114|00105153142|11|1|1307553
6050|20170114|00105153142|12|1|1307553
6050|20170114|00105153142|9||1307553
6050|20170114|00105153141|11|1|1307552
6050|20170114|00105153141|12|1|1307552
6050|20170114|00105153141|9||1307552
6050|20170114|00105153140|11|1|1307551
6050|20170114|00105153140|12|1|1307551
6050|20170114|00105153139|11|1|1307550
6050|20170114|00105153139|12|1|1307550
6050|20170114|00105153136|11|1|1307547
6050|20170114|00105153136|12|1|1307547
6050|20170114|00105153136|9||1307547
6050|20170114|00105153137|9||1307548
6050|20170114|00105153137|11|1|1307548
6050|20170114|00105153137|12|1|1307548
6050|20170114|00105153135|9||1307546
6050|20170114|00105153135|11|1|1307546
6050|20170114|00105153135|12|1|1307546
6050|20170114|00105153134|9||1307545
6050|20170114|00105153134|11|1|1307545
6050|20170114|00105153134|12|1|1307545
6050|20170114|00105153133|9||1307544
6050|20170114|00105153133|11|1|1307544
6050|20170114|00105153133|12|1|1307544
6050|20170114|00105153132|11|1|1307543
6050|20170114|00105153132|12|1|1307543
6050|20170114|00105153132|9||1307543
6050|20170114|00105153131|9||1307542
6050|20170114|00105153131|11|1|1307542
6050|20170114|00105153131|12|1|1307542
6050|20170114|00105153130|9||1307541
6050|20170114|00105153130|11|1|1307541
6050|20170114|00105153130|12|1|1307541
6050|20170114|00105153129|12|1|1307540
6050|20170114|00105153129|11|1|1307540
6050|20170114|00105153129|12|2|1307539
6050|20170114|00105153129|9||1307540
6050|20170114|00105153128|11|1|1307538
6050|20170114|00105153128|12|1|1307538
6050|20170114|00105153128|9||1307538
6050|20170114|00105153127|12|1|1307537
6050|20170114|00105153127|11|1|1307537
6050|20170114|00105153127|12|2|1307536
6050|20170114|00105153126|11|1|1307535
6050|20170114|00105153126|12|1|1307535
6050|20170114|00105153125|11|1|1307534
6050|20170114|00105153125|12|1|1307534
6050|20170114|00105153125|9||1307534
6050|20170114|00105153124|11|1|1307533
6050|20170114|00105153124|12|1|1307533
6050|20170114|00105153123|11|1|1307532
6050|20170114|00105153123|12|1|1307532
6050|20170114|00105153123|9||1307532
6050|20170114|00105153122|11|1|1307531
6050|20170114|00105153122|12|1|1307531
6050|20170114|00105153122|9||1307531
6050|20170114|00105153121|9||1307530
6050|20170114|00105153121|11|1|1307530
6050|20170114|00105153121|12|1|1307530
6050|20170114|00105153120|11|1|1307529
6050|20170114|00105153120|9||1307529
6050|20170114|00105153120|12|1|1307529
6050|20170114|00105153119|9||1307528
6050|20170114|00105153119|11|1|1307528
6050|20170114|00105153119|12|1|1307528
6050|20170114|00105153118|9||1307527
6050|20170114|00105153118|11|1|1307527
6050|20170114|00105153118|12|1|1307527
6050|20170114|00105153117|11|1|1307526
6050|20170114|00105153117|9||1307526
6050|20170114|00105153117|12|1|1307526
6050|20170114|00105153115|11|1|1307524
6050|20170114|00105153115|12|1|1307524
6050|20170114|00105153115|9||1307524
6050|20170114|00105153113|9||1307522
6050|20170114|00105153113|11|1|1307522
6050|20170114|00105153113|12|1|1307522
6050|20170114|00105153112|9||1307521
6050|20170114|00105153112|11|1|1307521
6050|20170114|00105153112|12|1|1307521
6050|20170114|00105153111|9||1307520
6050|20170114|00105153111|11|1|1307520
6050|20170114|00105153111|12|1|1307520
6050|20170114|00105134250|11|1|1307136
6050|20170114|00105134250|9||1307136
6050|20170114|00105134250|12|1|1307136
6050|20170114|00105153110|11|1|1307519
6050|20170114|00105153110|12|1|1307519
6050|20170114|00105153110|9||1307519
6050|20170114|00105153109|11|1|1307518
6050|20170114|00105153109|12|1|1307518
6050|20170114|00105153108|11|1|1307517
6050|20170114|00105153108|9||1307517
6050|20170114|00105153108|12|1|1307517
6050|20170114|00105153107|9||1307516
6050|20170114|00105153107|11|1|1307516
6050|20170114|00105153107|12|1|1307516
6050|20170114|00105153091|11|1|1307499
6050|20170114|00105153091|12|1|1307499
6050|20170114|00105153091|9||1307499
6050|20170114|00105153106|11|1|1307515
6050|20170114|00105153106|12|1|1307515
6050|20170114|00105153104|11|1|1307512
6050|20170114|00105153104|9||1307512
6050|20170114|00105153104|12|1|1307512
6050|20170114|00105153103|11|1|1307511
6050|20170114|00105153103|9||1307511
6050|20170114|00105153103|12|1|1307511
6050|20170114|00105153102|11|1|1307510
6050|20170114|00105153102|9||1307510
6050|20170114|00105153102|12|1|1307510
6050|20170114|00105153101|9||1307509
6050|20170114|00105153101|11|1|1307509
6050|20170114|00105153101|12|1|1307509
6050|20170114|00105153100|11|1|1307508
6050|20170114|00105153100|9||1307508
6050|20170114|00105153100|12|1|1307508
6050|20170114|00105153097|9||1307505
6050|20170114|00105153097|11|1|1307505
6050|20170114|00105153097|12|1|1307505
6050|20170114|00105153099|11|1|1307507
6050|20170114|00105153099|12|1|1307507
6050|20170114|00105153099|9||1307507
6050|20170114|00105153098|9||1307506
6050|20170114|00105153098|11|1|1307506
6050|20170114|00105153098|12|1|1307506
6050|20170114|00105153095|9||1307503
6050|20170114|00105153095|11|1|1307503
6050|20170114|00105153095|12|1|1307503
6050|20170114|00105153096|11|1|1307504
6050|20170114|00105153096|12|1|1307504
6050|20170114|00105153093|11|1|1307501
6050|20170114|00105153093|12|1|1307501
6050|20170114|00105153093|9||1307501
6050|20170114|00105153094|9||1307502
6050|20170114|00105153094|11|1|1307502
6050|20170114|00105153094|12|1|1307502
6050|20170114|00105153090|11|1|1307498
6050|20170114|00105153090|9||1307498
6050|20170114|00105153090|12|1|1307498
6050|20170114|00105153092|11|1|1307500
6050|20170114|00105153092|9||1307500
6050|20170114|00105153092|12|1|1307500
6050|20170114|00105153086|9||1307493
6050|20170114|00105153086|11|1|1307493
6050|20170114|00105153086|12|1|1307493
6050|20170114|00105153089|11|1|1307497
6050|20170114|00105153089|12|1|1307496
6050|20170114|00105153079|11|1|1307485
6050|20170114|00105153079|12|1|1307485
6050|20170114|00105153079|9||1307485
6050|20170114|00105153085|11|1|1307492
6050|20170114|00105153085|9||1307492
6050|20170114|00105153085|12|1|1307492
6050|20170114|00105153088|11|1|1307495
6050|20170114|00105153088|12|1|1307495
6050|20170114|00105086148|9||1305574
6050|20170114|00105086148|11|1|1305574
6050|20170114|00105086148|12|1|1305574
6050|20170114|00105153087|9||1307494
6050|20170114|00105153087|11|1|1307494
6050|20170114|00105153087|12|1|1307494
6050|20170114|00105153083|11|1|1307490
6050|20170114|00105153083|12|1|1307490
6050|20170114|00105153083|9||1307490
6050|20170114|00105153084|11|1|1307491
6050|20170114|00105153084|12|1|1307491
6050|20170114|00105153084|9||1307491
6050|20170114|00105153081|11|2|1307488
6050|20170114|00105153081|11|1|1307487
6050|20170114|00105153081|12|1|1307487
6050|20170114|00105153081|9||1307487
6050|20170114|00105153082|9||1307489
6050|20170114|00105153082|11|1|1307489
6050|20170114|00105153082|12|1|1307489
6050|20170114|00105153080|11|1|1307486
6050|20170114|00105153080|12|1|1307486
6050|20170114|00105153078|11|1|1307484
6050|20170114|00105153078|12|1|1307484
6050|20170114|00105153072|11|1|1307478
6050|20170114|00105153072|12|1|1307478
6050|20170114|00105153072|9||1307478
6050|20170114|00105153077|11|1|1307483
6050|20170114|00105153077|9||1307483
6050|20170114|00105153077|12|1|1307483
6050|20170114|00105153076|11|1|1307482
6050|20170114|00105153076|9||1307482
6050|20170114|00105153076|12|1|1307482
6050|20170114|00105153075|11|1|1307481
6050|20170114|00105153075|9||1307481
6050|20170114|00105153075|12|1|1307481
6050|20170114|00105153074|11|1|1307480
6050|20170114|00105153074|12|1|1307480
6050|20170114|00105153073|9||1307479
6050|20170114|00105153073|11|1|1307479
6050|20170114|00105153073|12|1|1307479
6050|20170114|00105153071|11|1|1307477
6050|20170114|00105153071|12|1|1307477
6050|20170114|00105153071|9||1307477
6050|20170114|00105153070|11|1|1307476
6050|20170114|00105153070|9||1307476
6050|20170114|00105153070|12|1|1307476
6050|20170114|00105153069|11|1|1307475
6050|20170114|00105153069|9||1307475
6050|20170114|00105153069|12|1|1307475
6050|20170114|00105153068|11|1|1307474
6050|20170114|00105153068|9||1307474
6050|20170114|00105153068|12|1|1307474
6050|20170114|00105153067|11|1|1307473
6050|20170114|00105153067|12|1|1307473
6050|20170114|00105153067|9||1307473
6050|20170114|00105153066|11|1|1307472
6050|20170114|00105153066|9||1307472
6050|20170114|00105153066|12|1|1307472
6050|20170114|00105153065|11|1|1307471
6050|20170114|00105153065|9||1307471
6050|20170114|00105153065|12|1|1307471
6050|20170114|00105153063|9||1307469
6050|20170114|00105153063|11|1|1307469
6050|20170114|00105153063|12|1|1307469
6050|20170114|00105153062|11|1|1307468
6050|20170114|00105153062|9||1307468
6050|20170114|00105153062|12|1|1307468
6050|20170114|00105153064|11|1|1307470
6050|20170114|00105153064|9||1307470
6050|20170114|00105153064|12|1|1307470
6050|20170114|00105153060|11|1|1307464
6050|20170114|00105153060|12|1|1307464
6050|20170114|00105153060|9||1307464
6050|20170114|00105153061|11|1|1307466
6050|20170114|00105153061|12|1|1307466
6050|20170114|00105153061|12|2|1307467
6050|20170114|00105153061|12|3|1307465
6050|20170114|00105153058|11|1|1307462
6050|20170114|00105153058|9||1307462
6050|20170114|00105153058|12|1|1307462
6050|20170114|00105153057|11|1|1307461
6050|20170114|00105153057|12|1|1307461
6050|20170114|00105153056|9||1307460
6050|20170114|00105153056|11|1|1307460
6050|20170114|00105153056|12|1|1307460
6050|20170114|00105153055|9||1307459
6050|20170114|00105153055|11|1|1307459
6050|20170114|00105153055|12|1|1307459
6050|20170114|00105153051|11|1|1307455
6050|20170114|00105153051|12|1|1307455
6050|20170114|00105153051|9||1307455
6050|20170114|00105153054|11|1|1307458
6050|20170114|00105153054|12|1|1307458
6050|20170114|00105153053|11|1|1307456
6050|20170114|00105153053|12|1|1307456
6050|20170114|00105153052|11|1|1307457
6050|20170114|00105153052|12|1|1307457
6050|20170114|00105153047|9||1307449
6050|20170114|00105153047|11|1|1307450
6050|20170114|00105153047|12|1|1307449
6050|20170114|00105153050|9||1307454
6050|20170114|00105153050|11|1|1307454
6050|20170114|00105153050|12|1|1307454
6050|20170114|00105153049|9||1307453
6050|20170114|00105153049|11|1|1307453
6050|20170114|00105153049|12|1|1307453
6050|20170114|00105153046|11|1|1307448
6050|20170114|00105153046|12|1|1307448
6050|20170114|00105153046|9||1307448
6050|20170114|00105153045|11|1|1307447
6050|20170114|00105153045|12|1|1307447
6050|20170114|00105153044|11|1|1307446
6050|20170114|00105153044|12|1|1307446
6050|20170114|00105153044|9||1307446
6050|20170114|00105153043|11|1|1307445
6050|20170114|00105153043|9||1307445
6050|20170114|00105153043|12|1|1307445
6050|20170114|00105153042|11|1|1307444
6050|20170114|00105153042|9||1307444
6050|20170114|00105153042|12|1|1307444
6050|20170114|00105153041|11|1|1307443
6050|20170114|00105153041|12|1|1307443
6050|20170114|00105153041|9||1307443
6050|20170114|00105153040|11|1|1307442
6050|20170114|00105153040|12|1|1307442
6050|20170114|00105153039|9||1307441
6050|20170114|00105153039|11|1|1307441
6050|20170114|00105153039|12|1|1307441
6050|20170114|00105153038|11|1|1307440
6050|20170114|00105153038|12|1|1307440
6050|20170114|00105153038|9||1307440
6050|20170114|00105153034|11|1|1307436
6050|20170114|00105153034|12|1|1307436
6050|20170114|00105153034|9||1307436
6050|20170114|00105153037|11|1|1307439
6050|20170114|00105153037|12|1|1307439
6050|20170114|00105153036|11|1|1307438
6050|20170114|00105153036|12|1|1307438
6050|20170114|00105153033|11|1|1307434
6050|20170114|00105153033|12|1|1307434
6050|20170114|00105153033|10|1|1307435
6050|20170114|00105153033|9||1307434
6050|20170114|00105153035|11|1|1307437
6050|20170114|00105153035|12|1|1307437
6050|20170114|00105153032|11|1|1307433
6050|20170114|00105153032|12|1|1307433
6050|20170114|00105153030|9||1307431
6050|20170114|00105153030|11|1|1307431
6050|20170114|00105153030|12|1|1307431
6050|20170114|00105153025|9||1307426
6050|20170114|00105153025|11|1|1307426
6050|20170114|00105153025|12|1|1307426
6050|20170114|00105153029|11|1|1307430
6050|20170114|00105153029|12|1|1307430
6050|20170114|00105153028|11|1|1307429
6050|20170114|00105153028|12|1|1307429
6050|20170114|00105153027|11|1|1307428
6050|20170114|00105153027|9||1307428
6050|20170114|00105153027|12|1|1307428
6050|20170114|00105153026|11|1|1307427
6050|20170114|00105153026|12|1|1307427
6050|20170114|00105153024|11|1|1307425
6050|20170114|00105153024|9||1307425
6050|20170114|00105153024|12|1|1307425
6050|20170114|00105152427|11|1|1306783
6050|20170114|00105152427|12|1|1306783
6050|20170114|00105152427|9||1306783
6050|20170114|00105153023|11|1|1307424
6050|20170114|00105153023|12|1|1307424
6050|20170114|00105134472|11|1|1286795
6050|20170114|00105134472|12|1|1286795
6050|20170114|00105134472|9||1286795
6050|20170114|00105153022|11|1|1307423
6050|20170114|00105153022|12|1|1307423
6050|20170114|00105153021|11|1|1307422
6050|20170114|00105153021|12|1|1307422
6050|20170114|00105153020|9||1307421
6050|20170114|00105153020|11|1|1307421
6050|20170114|00105153020|12|1|1307421
6050|20170114|00105153019|9||1307420
6050|20170114|00105153019|11|1|1307420
6050|20170114|00105153019|12|1|1307420
6050|20170114|00105153018|11|1|1307419
6050|20170114|00105153018|9||1307419
6050|20170114|00105153018|12|1|1307419
6050|20170114|00105153016|11|1|1307417
6050|20170114|00105153016|12|1|1307417
6050|20170114|00105153016|9||1307417
6050|20170114|00105153017|11|1|1307418
6050|20170114|00105153017|12|1|1307418
6050|20170114|00105153008|11|1|1307408
6050|20170114|00105153008|12|1|1307408
6050|20170114|00105153008|9||1307408
6050|20170114|00105153013|11|1|1307414
6050|20170114|00105153013|12|1|1307414
6050|20170114|00105153013|9||1307414
6050|20170114|00105153014|11|1|1307415
6050|20170114|00105153014|9||1307415
6050|20170114|00105153014|12|1|1307415
6050|20170114|00105153012|11|1|1307413
6050|20170114|00105153012|12|1|1307413
6050|20170114|00105153012|9||1307413
6050|20170114|00105153009|9||1307410
6050|20170114|00105153009|11|1|1307410
6050|20170114|00105153009|12|1|1307409
6050|20170114|00105153011|9||1307412
6050|20170114|00105153011|11|1|1307412
6050|20170114|00105153011|12|1|1307412
6050|20170114|00105153010|9||1307411
6050|20170114|00105153010|11|1|1307411
6050|20170114|00105153010|12|1|1307411
6050|20170114|00105153007|11|1|1307407
6050|20170114|00105153007|12|1|1307407
6050|20170114|00105153006|11|1|1307406
6050|20170114|00105153006|12|1|1307406
6050|20170114|00105153005|11|1|1307405
6050|20170114|00105153005|9||1307405
6050|20170114|00105153005|12|1|1307405
6050|20170114|00105153004|11|1|1307404
6050|20170114|00105153004|9||1307404
6050|20170114|00105153004|12|1|1307404
6050|20170114|00105153003|11|1|1307403
6050|20170114|00105153003|9||1307403
6050|20170114|00105153003|12|1|1307403
6050|20170114|00105153000|11|1|1307400
6050|20170114|00105153000|12|1|1307400
6050|20170114|00105153000|9||1307400
6050|20170114|00105153002|11|1|1307402
6050|20170114|00105153002|9||1307402
6050|20170114|00105153002|12|1|1307402
6050|20170114|00105153001|9||1307401
6050|20170114|00105153001|11|1|1307401
6050|20170114|00105153001|12|1|1307401
6050|20170114|00105152999|9||1307399
6050|20170114|00105152999|11|1|1307399
6050|20170114|00105152999|12|1|1307399
6050|20170114|00105144381|9||1297718
6050|20170114|00105144381|11|1|1297718
6050|20170114|00105144381|12|1|1297718
6050|20170114|00105152998|11|1|1307398
6050|20170114|00105152998|12|1|1307398
6050|20170114|00105152997|11|1|1307397
6050|20170114|00105152997|9||1307397
6050|20170114|00105152997|12|1|1307397
6050|20170114|00105152995|11|1|1307395
6050|20170114|00105152995|9||1307395
6050|20170114|00105152995|12|1|1307395
6050|20170114|00105152996|9||1307396
6050|20170114|00105152996|11|1|1307396
6050|20170114|00105152996|12|1|1307396
6050|20170114|00105152993|11|1|1307393
6050|20170114|00105152993|9||1307393
6050|20170114|00105152993|12|1|1307393
6050|20170114|00105152994|11|1|1307394
6050|20170114|00105152994|12|1|1307394
6050|20170114|00105152985|9||1307383
6050|20170114|00105152985|11|1|1307383
6050|20170114|00105152985|12|1|1307383
6050|20170114|00105152992|11|1|1307392
6050|20170114|00105152992|12|1|1307392
6050|20170114|00105128185|9||1280069
6050|20170114|00105128185|11|1|1280069
6050|20170114|00105128185|12|1|1280069
6050|20170114|00105128186|11|1|1280070
6050|20170114|00105128186|9||1280070
6050|20170114|00105128186|12|1|1280070
6050|20170114|00105152991|11|1|1307389
6050|20170114|00105152991|12|2|1307390
6050|20170114|00105152991|12|3|1307391
6050|20170114|00105152991|12|1|1307389
6050|20170114|00105152990|11|1|1307388
6050|20170114|00105152990|12|1|1307388
6050|20170114|00105152988|11|1|1307386
6050|20170114|00105152988|12|1|1307386
6050|20170114|00105152988|9||1307386
6050|20170114|00105152987|11|1|1307385
6050|20170114|00105152987|9||1307385
6050|20170114|00105152987|12|1|1307385
6050|20170114|00105152984|9||1307382
6050|20170114|00105152984|11|1|1307382
6050|20170114|00105152984|12|1|1307382
6050|20170114|00105152986|9||1307384
6050|20170114|00105152986|11|1|1307384
6050|20170114|00105152986|12|1|1307384
6050|20170114|00105152983|11|1|1307381
6050|20170114|00105152983|12|1|1307381
6050|20170114|00105151905|9||1306234
6050|20170114|00105151905|11|1|1306234
6050|20170114|00105151905|12|1|1306234
6050|20170114|00105152982|11|1|1307380
6050|20170114|00105152982|9||1307380
6050|20170114|00105152982|12|1|1307380
6050|20170114|00105152981|9||1307379
6050|20170114|00105152981|11|1|1307379
6050|20170114|00105152981|12|1|1307379
6050|20170114|00105152979|9||1307377
6050|20170114|00105152979|11|1|1307377
6050|20170114|00105152979|12|1|1307377
6050|20170114|00105152921|11|1|1307315
6050|20170114|00105152921|9||1307315
6050|20170114|00105152921|12|1|1307315
6050|20170114|00105152980|11|1|1307378
6050|20170114|00105152980|12|1|1307378
6050|20170114|00105152980|9||1307378
6050|20170114|00105152975|9||1307373
6050|20170114|00105152975|11|1|1307373
6050|20170114|00105152975|12|1|1307373
6050|20170114|00105152978|9||1307376
6050|20170114|00105152978|11|1|1307376
6050|20170114|00105152978|12|1|1307376
6050|20170114|00105152977|9||1307375
6050|20170114|00105152977|11|1|1307375
6050|20170114|00105152977|12|1|1307375
6050|20170114|00105152973|11|1|1307371
6050|20170114|00105152973|12|1|1307371
6050|20170114|00105152976|11|1|1307374
6050|20170114|00105152976|9||1307374
6050|20170114|00105152976|12|1|1307374
6050|20170114|00105152974|11|1|1307372
6050|20170114|00105152974|9||1307372
6050|20170114|00105152974|12|1|1307372
6050|20170114|00105152972|11|1|1307370
6050|20170114|00105152972|9||1307370
6050|20170114|00105152972|12|1|1307370
6050|20170114|00105152971|11|1|1307369
6050|20170114|00105152971|12|1|1307369
6050|20170114|00105152971|9||1307369
6050|20170114|00105152969|11|1|1307367
6050|20170114|00105152969|12|1|1307367
6050|20170114|00105152969|9||1307367
6050|20170114|00105152970|11|1|1307368
6050|20170114|00105152970|9||1307368
6050|20170114|00105152970|12|1|1307368
6050|20170114|00105152968|11|1|1307366
6050|20170114|00105152968|12|1|1307366
6050|20170114|00105152967|11|1|1307364
6050|20170114|00105152967|12|1|1307364
6050|20170114|00105152966|11|1|1307365
6050|20170114|00105152966|12|1|1307365
6050|20170114|00105152048|11|1|1306390
6050|20170114|00105152048|12|1|1306390
6050|20170114|00105152048|9||1306390
6050|20170114|00105152965|11|1|1307363
6050|20170114|00105152965|12|1|1307363
6050|20170114|00105152965|9||1307363
6050|20170114|00105152964|11|1|1307362
6050|20170114|00105152964|9||1307362
6050|20170114|00105152964|12|1|1307362
6050|20170114|00105152961|11|1|1307359
6050|20170114|00105152961|12|1|1307359
6050|20170114|00105152961|9||1307359
6050|20170114|00105152963|11|1|1307361
6050|20170114|00105152963|12|1|1307361
6050|20170114|00105152962|9||1307360
6050|20170114|00105152962|11|1|1307360
6050|20170114|00105152962|12|1|1307360
6050|20170114|00105152954|11|1|1307352
6050|20170114|00105152954|12|1|1307352
6050|20170114|00105152954|9||1307352
6050|20170114|00105152959|9||1307357
6050|20170114|00105152959|11|1|1307357
6050|20170114|00105152959|12|1|1307357
6050|20170114|00105152960|11|1|1307358
6050|20170114|00105152960|9||1307358
6050|20170114|00105152960|12|1|1307358
6050|20170114|00105152957|9||1307355
6050|20170114|00105152957|11|1|1307355
6050|20170114|00105152957|12|1|1307355
6050|20170114|00105152958|11|1|1307356
6050|20170114|00105152958|12|1|1307356
6050|20170114|00105152955|11|1|1307353
6050|20170114|00105152955|12|1|1307353
6050|20170114|00105152956|11|1|1307354
6050|20170114|00105152956|12|1|1307354
6050|20170114|00105152953|11|1|1307351
6050|20170114|00105152953|12|1|1307351
6050|20170114|00105152952|9||1307350
6050|20170114|00105152952|11|1|1307350
6050|20170114|00105152952|12|1|1307350
6050|20170114|00105152951|11|1|1307349
6050|20170114|00105152951|12|1|1307349
6050|20170114|00105152950|11|1|1307348
6050|20170114|00105152950|12|1|1307348
6050|20170114|00105152512|9||1306875
6050|20170114|00105152512|11|1|1306875
6050|20170114|00105152512|12|1|1306875
6050|20170114|00105152949|11|1|1307347
6050|20170114|00105152949|9||1307347
6050|20170114|00105152949|12|1|1307347
6050|20170114|00105152947|11|1|1307345
6050|20170114|00105152947|12|1|1307345
6050|20170114|00105152948|11|1|1307346
6050|20170114|00105152948|12|1|1307346
6050|20170114|00105152946|11|1|1307344
6050|20170114|00105152946|12|1|1307344
6050|20170114|00105152945|11|1|1307343
6050|20170114|00105152945|12|1|1307343
6050|20170114|00105152944|11|1|1307342
6050|20170114|00105152944|9||1307342
6050|20170114|00105152944|12|1|1307342
6050|20170114|00105152943|11|1|1307341
6050|20170114|00105152943|12|1|1307341
6050|20170114|00105145736|11|1|1299205
6050|20170114|00105145736|12|1|1299205
6050|20170114|00105145736|9||1299205
6050|20170114|00105152942|11|1|1307340
6050|20170114|00105152942|12|1|1307340
6050|20170114|00105124310|9||1307339
6050|20170114|00105124310|11|1|1307339
6050|20170114|00105124310|12|1|1307339
6050|20170114|00105152941|11|1|1307338
6050|20170114|00105152941|12|1|1307338
6050|20170114|00105152938|9||1307335
6050|20170114|00105152938|11|1|1307335
6050|20170114|00105152938|12|1|1307335
6050|20170114|00105150574|11|1|1304796
6050|20170114|00105150574|9||1304796
6050|20170114|00105150574|12|1|1304796
6050|20170114|00105152940|11|1|1307337
6050|20170114|00105152940|9||1307337
6050|20170114|00105152940|12|1|1307337
6050|20170114|00105150575|11|1|1304797
6050|20170114|00105150575|9||1304797
6050|20170114|00105150575|12|1|1304797
6050|20170114|00105152939|11|1|1307336
6050|20170114|00105152939|9||1307336
6050|20170114|00105152939|12|1|1307336
6050|20170114|00105152937|11|1|1307334
6050|20170114|00105152937|9||1307333
6050|20170114|00105152937|12|1|1307333
6050|20170114|00105152936|12|2|1307331
6050|20170114|00105152936|12|1|1307332
6050|20170114|00105152936|11|1|1307332
6050|20170114|00105152936|12|3|1307330
6050|20170114|00105152934|11|1|1307328
6050|20170114|00105152934|12|1|1307328
6050|20170114|00105152934|9||1307328
6050|20170114|00105152933|11|1|1307327
6050|20170114|00105152933|12|1|1307327
6050|20170114|00105152933|9||1307327
6050|20170114|00105152932|9||1307326
6050|20170114|00105152932|11|1|1307326
6050|20170114|00105152932|12|1|1307326
6050|20170114|00105152931|11|1|1307325
6050|20170114|00105152931|12|1|1307325
6050|20170114|00105152931|9||1307325
6050|20170114|00105152930|11|1|1307324
6050|20170114|00105152930|12|1|1307324
6050|20170114|00105152930|9||1307324
6050|20170114|00105152929|11|1|1307323
6050|20170114|00105152929|9||1307323
6050|20170114|00105152929|12|1|1307323
6050|20170114|00105151134|11|1|1305401
6050|20170114|00105151134|9||1305401
6050|20170114|00105151134|12|1|1305401
6050|20170114|00105152928|9||1307322
6050|20170114|00105152928|11|1|1307322
6050|20170114|00105152928|12|1|1307322
6050|20170114|00105152927|11|1|1307321
6050|20170114|00105152927|9||1307321
6050|20170114|00105152927|12|1|1307321
6050|20170114|00105152926|9||1307320
6050|20170114|00105152926|11|1|1307320
6050|20170114|00105152926|12|1|1307320
