datenquelle|standdatum|initiantlogin|initiantgpnr|initiantfirmagpnr|erstellerlogin|erstellergpnr|erstellerfirmagpnr|mutationsdatum|erstellungsdatum|gueltigkeitsenddatum|offertnummerextern|offertnummerintern|status|unterzeichnungsdatum|freigabedatum|vertragsbeginn|vertragsende|ersatzgeschaeft|inkassozahlweise|interneabschlusskosten|einmalpraemienetto|jaehrlichepraemie|produktid|provisionierungsfaktor|zuzahlung|praemienproduktion|altvertragsnummer1|altvertragsnummer2|altvertragsnummer3|client_used
6050|20170128|JAEGERB|1018217|2296213|JAEGERB|1018217|2296213|2017011|20170116|20170214|105.153.901|00105153901|0| | |20170120| | |1|1.0000|0.00|1740.20|SLCAPC|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|JAEGERB|1018217|2296213|JAEGERB|1018217|2296213|2017011|20170116|20170214|105.153.900|00105153900|0| | |20170120|20390520| |0|1.0000|300000.00|0.00|SLPKE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|JAEGERB|1018217|2296213|JAEGERB|1018217|2296213|2017011|20170116|20170214|105.153.912|00105153912|0| | |20170201| | |0|1.0000|300000.00|0.00|SLCAXC|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|JAEGERB|1018217|2296213|JAEGERB|1018217|2296213|2017011|20170116|20170214|105.153.920|00105153920|0| | |20170201| | |0|1.0000|235000.00|0.00|SLCAXC|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|WP810459|2661435|2661434|WP810459|2661435|2661434|2017011|20170116|20170214|105.153.932|00105153932|0| | |20170205|20420205| |12|1.0000|0.00|3600.00|SLPDV3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|MST2|2546574|2296213|MST2|2546574|2296213|2017011|20170116|20170214|105.153.939|00105153939|0| | |20170201|20420201| |0|1.0000|50000.00|0.00|SLATFE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|HOTZ|2365975|2296213|HOTZ|2365975|2296213|2017011|20170116|20170214|105.153.953|00105153953|0| | |20170205|20420205| |12|1.0000|0.00|6768.00|SLPDV1|1.0000|564.00|0| | | |Offerte Easy
6050|20170128|SBRA|2661379|2296213|SBRA|2661379|2296213|2017011|20170116|20170214|105.153.956|00105153956|0| | |20170205|20330105| |1|1.0000|0.00|3500.00|SLPDV3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|SBRA|2661379|2296213|SBRA|2661379|2296213|2017011|20170116|20170214|105.153.964|00105153964|0| | |20170205|20330105| |1|1.0000|0.00|3500.00|SLPDV3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|HOTZ|2365975|2296213|HOTZ|2365975|2296213|2017011|20170116|20170214|105.153.974|00105153974|0| | |20170201|20420201| |12|1.0000|0.00|6768.00|SLFVD1|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|LUHO|2652608|2296213|LUHO|2652608|2296213|2017011|20170116|20170214|105.154.011|00105154011|0| | |20170201|20440401| |12|1.0000|0.00|3600.00|SLFVD3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|WP80070|2547941|2369064|WP80070|2547941|2369064|2017011|20170116|20170214|105.154.013|00105154013|0| | |20170205|20370205| |1|1.0000|0.00|6768.00|SLPDV1|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|COLLOMA|296773|2296213|COLLOMA|296773|2296213|2017011|20170116|20170214|105.154.020|00105154020|0| | |20170205|20320205| |12|1.0000|0.00|12000.00|SLPUP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|KESA|2514301|2296213|KESA|2514301|2296213|2017011|20170116|20170214|105.154.027|00105154027|0| | |20170201|20290201| |0|1.0000|97561.00|0.00|SLFIE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|WP80070|2547941|2369064|WP80070|2547941|2369064|2017011|20170116|20170214|105.154.029|00105154029|0| | |20170205|20320205| |1|1.0000|0.00|4200.00|SLPUP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|COLLOMA|296773|2296213|COLLOMA|296773|2296213|2017011|20170116|20170214|105.154.036|00105154036|0| | |20170205|20320205| |12|1.0000|0.00|12000.00|SLPUP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|100670|2583904|2579406|100670|2583904|2579406|2017011|20170116|20170214|105.154.043|00105154043|0| | |20170201|20420201| |12|1.0000|0.00|3600.00|SLATFP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|108643|2583904|2579406|108643|2583904|2579406|2017011|20170116|20170214|105.154.056|00105154056|0| | |20170201|20420201| |12|1.0000|0.00|1200.00|SLATFP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|BADM|2605629|2296213|BADM|2605629|2296213|2017011|20170116|20170214|105.154.057|00105154057|0| | |20170120|20300120| |12|1.0000|0.00|6768.00|SLFVD1|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|HASLIJ|2213631|2296213|HASLIJ|2213631|2296213|2017011|20170116|20170214|105.154.063|00105154063|0| | |20170120| | |1|1.0000|0.00|1257.20|SLCAPC|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|HASLIJ|2213631|2296213|HASLIJ|2213631|2296213|2017011|20170116|20170214|105.154.062|00105154062|0| | |20170120|20440520| |0|1.0000|200000.00|0.00|SLPKE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|ONLVERK|0|2296213|ONLVERK|0|2296213|2017011|20170116|20170214|105.154.064|00105154064|0| | |20170201|20180201| |1|1.0000|0.00|593.10|SL42|1.0000|0.00|0| | | |Verkauf Online
6050|20170128|HASLIJ|2213631|2296213|HASLIJ|2213631|2296213|2017011|20170116|20170214|105.154.069|00105154069|0| | |20170220| | |1|1.0000|0.00|1260.60|SLCAPC|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|HASLIJ|2213631|2296213|HASLIJ|2213631|2296213|2017011|20170116|20170214|105.154.068|00105154068|0| | |20170220|20440520| |0|1.0000|200000.00|0.00|SLPKE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|WP810199|2574426|2544644|WP810199|2574426|2544644|2017011|20170116|20170214|105.154.066|00105154066|0| | |20170201|20270201| |0|1.0000|30000.00|0.00|SLFIE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|ONLVERK|0|2296213|ONLVERK|0|2296213|2017011|20170116|20170214|105.154.072|00105154072|0| | |20170201|20180201| |1|1.0000|0.00|279.20|SL42|1.0000|0.00|0| | | |Verkauf Online
6050|20170128|ONLVERK|0|2296213|ONLVERK|0|2296213|2017011|20170116|20170214|105.154.075|00105154075|0| | |20170201|20180201| |1|1.0000|0.00|383.90|SL42|1.0000|0.00|0| | | |Verkauf Online
6050|20170128|CBAR|2609534|2296213|CBAR|2609534|2296213|2017011|20170116|20170214|105.154.076|00105154076|0| | |20170205|20320205| |1|1.0000|0.00|13333.00|SLPUP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|ONLVERK|0|2296213|ONLVERK|0|2296213|2017011|20170116|20170214|105.154.078|00105154078|0| | |20170201|20180201| |1|1.0000|0.00|488.50|SL42|1.0000|0.00|0| | | |Verkauf Online
6050|20170128|ONLVERK|0|2296213|ONLVERK|0|2296213|2017011|20170116|20170214|105.154.080|00105154080|0| | |20170201|20180201| |1|1.0000|0.00|486.40|SL42|1.0000|0.00|0| | | |Verkauf Online
6050|20170128|ONLVERK|0|2296213|ONLVERK|0|2296213|2017011|20170116|20170214|105.154.082|00105154082|0| | |20170201|20180201| |1|1.0000|0.00|404.80|SL42|1.0000|0.00|0| | | |Verkauf Online
6050|20170128|SATE|2513127|2296213|SATE|2513127|2296213|2017011|20170116|20170214|105.154.090|00105154090|0| | |20170205|20370205| |4|1.0000|0.00|6768.00|SLPDV1|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|LAYV|2218492|2296213|LAYV|2218492|2296213|2017011|20170116|20170214|105.154.088|00105154088|0| | |20170201|20370201| |0|1.0000|50000.00|0.00|SLFIE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|MARTING|369519|2296213|MARTING|369519|2296213|2017011|20170116|20170214|105.154.101|00105154101|0| | |20170205|20421105| |12|1.0000|0.00|2400.00|SLPDV3|1.0000|0.00|0|200.007.888| | |Offerte Easy
6050|20170128|WP82021|2576399|2576385|WP82021|2576399|2576385|2017011|20170116|20170214|105.154.108|00105154108|0| | |20170201|20270201| |0|1.0000|120000.00|0.00|SLFIE|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|MARTING|369519|2296213|MARTING|369519|2296213|2017011|20170116|20170214|105.154.109|00105154109|0| | |20170205|20430205| |12|1.0000|0.00|2400.00|SLPDV3|1.0000|0.00|0|200.007.361| | |Offerte Easy
6050|20170128|WP810587|2665935|2661811|WP810587|2665935|2661811|2017011|20170116|20170214|105.154.112|00105154112|0| | |20170205|20320205| |12|1.0000|0.00|4200.00|SLPDV3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|110264|2503111|2346923|110264|2503111|2346923|2017011|20170116|20170214|105.154.115|00105154115|0| | |20170205|20530205| |12|1.0000|0.00|6768.00|SLPDV3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|MARTING|369519|2296213|MARTING|369519|2296213|2017011|20170116|20170214|105.154.118|00105154118|0| | |20170201|20670201| |12|1.0000|0.00|2400.00|SLFUP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|BLAETTD|2321124|2296213|BLAETTD|2321124|2296213|2017011|20170116|20170214|105.154.120|00105154120|0| | |20170205|20540205| |1|1.0000|0.00|2400.00|SLPDV3|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|BLAETTD|2321124|2296213|BLAETTD|2321124|2296213|2017011|20170116|20170214|105.154.125|00105154125|0| | |20170205|20320205| |1|1.0000|0.00|6768.00|SLPDV1|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|WP81650|2571565|2567681|WP81650|2571565|2567681|2017011|20170116|20170214|105.154.134|00105154134|0| | |20170205|20551105| |12|1.0000|0.00|2400.00|SLPUP|1.0000|0.00|0| | | |Offerte Easy
6050|20170128|MARTING|369519|2296213|MARTING|369519|2296213|2017011|20170116|20170214|105.154.123|00105154123|0| | |20170201|20670201| |12|1.0000|0.00|2400.00|SLFUP|1.0000|0.00|0| | | |Offerte Easy
