datenquelle|standdatum|offertnummerintern|vertriebspartnergpnr|fallcode|provisionsanteil|leistungstraegerart
6050|20170128|00105154700|2384657|0| |1
6050|20170128|00105152537|2592387|0|1.0000|20
6050|20170128|00105152537|2592387|0| |1
6050|20170128|00105143401|2346923|0|1.0000|20
6050|20170128|00105143401|2346923|0| |1
6050|20170128|00105146380|2609212|0|0.2500|20
6050|20170128|00105146380|2609212|0| |1
6050|20170128|00105153031|2587935|0|1.0000|20
6050|20170128|00105151977|2023055|0|1.0000|20
6050|20170128|00105151977|2023055|0| |1
6050|20170128|00105154811|2566539|0|1.0000|20
6050|20170128|00105154960|2652385|0|1.0000|20
6050|20170128|00105154960|2652385|0| |1
6050|20170128|00105147591|2346923|0|1.0000|20
6050|20170128|00105153893|2343222|0|0.5000|20
6050|20170128|00105150580|2583376|0|1.0000|20
6050|20170128|00105150580|2583376|0| |1
6050|20170128|00105153652|2423324|0|1.0000|20
6050|20170128|00105147178|2504670|0|0.8000|21
6050|20170128|00105137058|2544884|0| |1
6050|20170128|00105148394|2346923|0|1.0000|20
6050|20170128|00105148394|2346923|0| |1
6050|20170128|00105153070|2346923|0| |1
6050|20170128|00105150998|2346923|0|1.0000|20
6050|20170128|00105150998|2346923|0| |1
6050|20170128|00105094153|2030295|0|1.0000|20
6050|20170128|00105151381|2304400|0|1.0000|20
6050|20170128|00105151381|2304400|0| |1
6050|20170128|00105154309|605859|0|1.0000|20
6050|20170128|00105154309|605859|0| |1
6050|20170128|00105144506|2346923|0|1.0000|20
6050|20170128|00105144506|2346923|0| |1
6050|20170128|00105153287|2346923|0| |1
6050|20170128|00105153266|2346923|0| |1
6050|20170128|00105153459|2346923|0|1.0000|20
6050|20170128|00105040265|2277820|0|1.0000|20
6050|20170128|00105108027|2277820|0|1.0000|20
6050|20170128|00105130351|2277820|0|1.0000|20
6050|20170128|00105137182|2277820|0| |1
6050|20170128|00105137191|2277820|0| |1
6050|20170128|00105128743|2346923|0| |1
6050|20170128|00105131788|2509394|0| |1
6050|20170128|00105083443|2600770|0| |1
6050|20170128|00105116996|2657472|0| |1
6050|20170128|00105118072|2664332|0| |1
6050|20170128|00105129617|2340795|0| |1
6050|20170128|00105143851|2578498|0| |1
6050|20170128|00105115991|2382966|0|1.0000|20
6050|20170128|00105140788|2346923|0|1.0000|20
6050|20170128|00105113055|2346923|0| |1
6050|20170128|00105136765|2445783|0|1.0000|20
6050|20170128|00105112951|2346923|0| |1
6050|20170128|00105109700|1060760|0| |1
6050|20170128|00105141395|2346923|0| |1
6050|20170128|00105141225|2344060|0| |1
6050|20170128|00105139403|2584991|0|1.0000|20
6050|20170128|00105144008|2346923|0| |1
6050|20170128|00105142208|2667520|0| |1
6050|20170128|00105118835|2346923|0| |1
6050|20170128|00105131070|2346923|0| |1
6050|20170128|00105147406|2523862|0| |1
6050|20170128|00105143276|2346923|0|1.0000|20
6050|20170128|00105075167|2346923|0| |1
6050|20170128|00105126263|2113766|0| |1
6050|20170128|00105147226|2346923|0| |1
6050|20170128|00105124474|2551413|0| |1
6050|20170128|00105140043|2630927|0|1.0000|20
6050|20170128|00105142026|2581449|0|1.0000|20
6050|20170128|00105139633|2583449|0|1.0000|20
6050|20170128|00105151749|2150004|0| |1
6050|20170128|00105150376|986585|0| |1
6050|20170128|00105143038|2557824|0| |1
6050|20170128|00105107845|2346923|0| |1
6050|20170128|00105095867|2631262|0|1.0000|20
6050|20170128|00105127319|2346923|0| |1
6050|20170128|00105153848|2081368|0| |1
6050|20170128|00105151008|2155133|0| |1
6050|20170128|00105150761|2589955|0|1.0000|20
6050|20170128|00105153258|2070627|0|1.0000|20
6050|20170128|00105152386|2346923|0| |1
6050|20170128|00105151792|2346923|0| |1
6050|20170128|00105151856|2595039|0|1.0000|20
6050|20170128|00105151257|2346923|0| |1
6050|20170128|00105147206|2081367|0|1.0000|20
6050|20170128|00105153775|2052687|0| |1
6050|20170128|00105150496|2346923|0|1.0000|20
6050|20170128|00105146511|2283870|0|1.0000|20
6050|20170128|00105150119|2554085|0| |1
6050|20170128|00105150947|2346923|0| |1
6050|20170128|00105150951|2346923|0|1.0000|20
6050|20170128|00105147319|2081367|0|1.0000|20
6050|20170128|00105152578|2052687|0|1.0000|20
6050|20170128|00105143924|369519|0| |1
6050|20170128|00105152706|2346923|0|1.0000|20
6050|20170128|00105152298|169205|0|1.0000|20
6050|20170128|00105152298|2151055|0|0.0000|21
6050|20170128|00105130767|2580217|0|1.0000|20
6050|20170128|00105152415|2346923|0|1.0000|20
6050|20170128|00105148598|2346923|0|1.0000|20
6050|20170128|00105149756|2602697|0|1.0000|20
6050|20170128|00105142114|2231758|0|1.0000|20
6050|20170128|00105146464|2346923|0| |1
6050|20170128|00105130523|2580223|0|1.0000|20
6050|20170128|00105149297|2382970|0| |1
6050|20170128|00105132295|2580220|0| |1
6050|20170128|00105151951|2346923|0| |1
6050|20170128|00105148083|2369064|0|1.0000|20
6050|20170128|00105148216|2346923|0| |1
6050|20170128|00105146874|2531579|0| |1
6050|20170128|00105151000|404769|0|1.0000|20
6050|20170128|00105150488|2581449|0| |1
6050|20170128|00105150935|2663024|0| |1
6050|20170128|00105144869|2509394|0| |1
6050|20170128|00105143004|2602697|0| |1
6050|20170128|00105146174|2625432|0| |1
6050|20170128|00105151384|2081367|0|1.0000|20
6050|20170128|00105149801|1091594|0|1.0000|20
6050|20170128|00105153830|2242024|0|1.0000|20
6050|20170128|00105147519|2666148|0| |1
6050|20170128|00105126624|2531534|0| |1
6050|20170128|00105126625|2531534|0| |1
6050|20170128|00105151281|963171|0| |1
6050|20170128|00105131923|2127743|0|1.0000|20
6050|20170128|00105154484|898591|0|1.0000|20
6050|20170128|00105154387|2070627|0| |1
6050|20170128|00105152432|1080098|0| |1
6050|20170128|00105151334|2513127|0|1.0000|20
6050|20170128|00105153060|325386|0| |1
6050|20170128|00105147399|2385077|0|1.0000|20
6050|20170128|00105152829|2661886|0| |1
6050|20170128|00105154438|2513127|0|1.0000|20
6050|20170128|00105151530|2149054|0| |1
6050|20170128|00105153125|2602697|0| |1
6050|20170128|00105154390|2605629|0| |1
6050|20170128|00105149320|2602697|0| |1
6050|20170128|00105153845|2531181|0| |1
6050|20170128|00105079959|2520096|0|1.0000|20
6050|20170128|00105150141|2656304|0| |1
6050|20170128|00105150566|2388496|0|1.0000|20
6050|20170128|00105142728|2257664|0|1.0000|20
6050|20170128|00105151948|2346923|0| |1
6050|20170128|00105147385|2322390|0| |1
6050|20170128|00105150692|2583449|0|1.0000|20
6050|20170128|00105147396|2346923|0|1.0000|20
6050|20170128|00105152709|2346923|0|1.0000|20
6050|20170128|00105154060|2060173|0|1.0000|20
6050|20170128|00105154077|2060173|0| |1
6050|20170128|00105101585|2505168|0| |1
6050|20170128|00105118380|2666148|0|1.0000|20
6050|20170128|00105152224|2602697|0| |1
6050|20170128|00105146529|2602697|0|1.0000|20
6050|20170128|00105147326|2577840|0| |1
6050|20170128|00105149682|2235468|0|1.0000|20
6050|20170128|00105154478|2081368|0| |1
6050|20170128|00105151390|2322322|0|1.0000|20
6050|20170128|00105141364|2346923|0| |1
6050|20170128|00105134438|2516748|0| |1
6050|20170128|00105152398|2523862|0|1.0000|20
6050|20170128|00105153373|2047106|0|1.0000|20
6050|20170128|00105153351|2047106|0| |1
6050|20170128|00105151539|2523862|0| |1
6050|20170128|00105153389|2346923|0|1.0000|20
6050|20170128|00105154388|2318115|0|1.0000|20
6050|20170128|00105127192|2516748|0|1.0000|20
6050|20170128|00105155030|2587371|0|1.0000|20
6050|20170128|00105151301|2313670|0|1.0000|20
6050|20170128|00105153299|2155133|0| |1
6050|20170128|00105121574|2306441|0|1.0000|20
6050|20170128|00105149343|2509394|0|1.0000|20
6050|20170128|00105154700|2384657|0|1.0000|20
6050|20170128|00105149351|2509394|0| |1
6050|20170128|00105151063|2661886|0|1.0000|20
6050|20170128|00105154449|2652608|0|1.0000|20
6050|20170128|00105138690|2346923|0| |1
6050|20170128|00105128044|2346923|0| |1
6050|20170128|00105146380|2176295|0|0.2500|21
6050|20170128|00105153031|2587935|0| |1
6050|20170128|00105154811|2566539|0| |1
6050|20170128|00105155269|2259409|0|1.0000|20
6050|20170128|00105154552|2560098|0|1.0000|20
6050|20170128|00105154545|2560098|0|1.0000|20
6050|20170128|00105147591|2346923|0| |1
6050|20170128|00105155399|2536817|0| |1
6050|20170128|00105153893|2343222|0| |1
6050|20170128|00105151109|2577081|0| |1
6050|20170128|00105145283|2127111|0|0.2000|21
6050|20170128|00105147178|2424777|0| |1
6050|20170128|00105137058|2544884|0|1.0000|20
6050|20170128|00105140371|2566539|0|1.0000|20
6050|20170128|00105153070|2346923|0|1.0000|20
6050|20170128|00105153359|2563738|0| |1
6050|20170128|00105094153|2030295|0| |1
6050|20170128|00105154850|2578834|0|1.0000|20
6050|20170128|00105154850|2649772|0|0.0000|21
6050|20170128|00105154844|2578834|0| |1
6050|20170128|00105154820|2578834|0|1.0000|20
6050|20170128|00105154820|2649772|0|0.0000|21
6050|20170128|00105154815|2578834|0|1.0000|20
6050|20170128|00105040265|2277820|0| |1
6050|20170128|00105108027|2277820|0| |1
6050|20170128|00105105119|2277820|0|1.0000|20
6050|20170128|00105130351|2277820|0| |1
6050|20170128|00105137191|2277820|0|1.0000|20
6050|20170128|00105131794|2509394|0|1.0000|20
6050|20170128|00105116996|2657472|0|1.0000|20
6050|20170128|00105134557|2567681|0| |1
6050|20170128|00105110356|2567681|0|1.0000|20
6050|20170128|00105140243|2631662|0| |1
6050|20170128|00105129617|2340795|0|1.0000|20
6050|20170128|00105143851|2578498|0|0.5000|20
6050|20170128|00105143851|2592672|0|0.5000|21
6050|20170128|00105115712|2564339|0| |1
6050|20170128|00105115991|2382966|0| |1
6050|20170128|00105140788|2346923|0| |1
6050|20170128|00105113055|2346923|0|1.0000|20
6050|20170128|00105136765|2445783|0| |1
6050|20170128|00105112951|2346923|0|1.0000|20
6050|20170128|00105141225|2344060|0|1.0000|20
6050|20170128|00105139403|2584991|0| |1
6050|20170128|00105142208|2667520|0|1.0000|20
6050|20170128|00105118835|2346923|0|1.0000|20
6050|20170128|00105131070|2346923|0|1.0000|20
6050|20170128|00105147406|2523862|0|1.0000|20
6050|20170128|00105075167|2346923|0|1.0000|20
6050|20170128|00105126263|2113766|0|1.0000|20
6050|20170128|00105144016|2346923|0| |1
6050|20170128|00105124474|2551413|0|1.0000|20
6050|20170128|00105136508|2664567|0|1.0000|20
6050|20170128|00105142026|2581449|0| |1
6050|20170128|00105152704|2293600|0|1.0000|20
6050|20170128|00105150376|986585|0|1.0000|20
6050|20170128|00105143038|2557824|0|1.0000|20
6050|20170128|00105107845|2346923|0|1.0000|20
6050|20170128|00105095867|2631262|0| |1
6050|20170128|00105130611|2583266|0|1.0000|20
6050|20170128|00105151008|2155133|0|1.0000|20
6050|20170128|00105150761|2589955|0| |1
6050|20170128|00105153258|2070627|0| |1
6050|20170128|00105151792|2346923|0|1.0000|20
6050|20170128|00105151856|2595039|0| |1
6050|20170128|00105151257|2346923|0|1.0000|20
6050|20170128|00105149532|2346923|0| |1
6050|20170128|00105147206|2081367|0| |1
6050|20170128|00105153775|2052687|0|1.0000|20
6050|20170128|00105150119|2554085|0|1.0000|20
6050|20170128|00105150947|2346923|0|1.0000|20
6050|20170128|00105150189|2666549|0|1.0000|20
6050|20170128|00105153858|2619195|0| |1
6050|20170128|00105150951|2346923|0| |1
6050|20170128|00105147319|2081367|0| |1
6050|20170128|00105152578|2052687|0| |1
6050|20170128|00105143924|369519|0|1.0000|20
6050|20170128|00105152706|2346923|0| |1
6050|20170128|00105152298|169205|0| |1
6050|20170128|00105130767|2580217|0| |1
6050|20170128|00105152415|2346923|0| |1
6050|20170128|00105148598|2346923|0| |1
6050|20170128|00105105783|2346923|0| |1
6050|20170128|00105142114|2231758|0| |1
6050|20170128|00105151951|2346923|0|1.0000|20
6050|20170128|00105148083|2654769|0| |1
6050|20170128|00105148216|2346923|0|1.0000|20
6050|20170128|00105150488|2581449|0|1.0000|20
6050|20170128|00105150935|2663024|0|1.0000|20
6050|20170128|00105153494|753674|0| |1
6050|20170128|00105152286|2602697|0|1.0000|20
6050|20170128|00105143004|2602697|0|1.0000|20
6050|20170128|00105146174|2625432|0|1.0000|20
6050|20170128|00105151384|2081367|0| |1
6050|20170128|00105149801|1091594|0| |1
6050|20170128|00105153830|2242024|0| |1
6050|20170128|00105147519|2666148|0|1.0000|20
6050|20170128|00105126624|2531534|0|1.0000|20
6050|20170128|00105131923|2127743|0| |1
6050|20170128|00105152230|2123061|0|1.0000|20
6050|20170128|00105154484|898591|0| |1
6050|20170128|00105146041|2509996|0| |1
6050|20170128|00105152753|2046374|0| |1
6050|20170128|00105152746|111962|0| |1
6050|20170128|00105151334|2513127|0| |1
6050|20170128|00105153060|325386|0|1.0000|20
6050|20170128|00105147399|2385077|0| |1
6050|20170128|00105152829|2661886|0|1.0000|20
6050|20170128|00105154438|2513127|0| |1
6050|20170128|00105154390|2605629|0|1.0000|20
6050|20170128|00105149320|2602697|0|1.0000|20
6050|20170128|00105154149|2605629|0|1.0000|20
6050|20170128|00105130848|2628427|0| |1
6050|20170128|00105079959|2520096|0| |1
6050|20170128|00105149243|2626772|0| |1
6050|20170128|00105150141|2656304|0|1.0000|20
6050|20170128|00105150124|2656304|0|1.0000|20
6050|20170128|00105150566|2388496|0| |1
6050|20170128|00105130161|2227757|0| |1
6050|20170128|00105151224|2177041|0|1.0000|20
6050|20170128|00105142728|2257664|0| |1
6050|20170128|00105151948|2346923|0|1.0000|20
6050|20170128|00105147385|2322390|0|1.0000|20
6050|20170128|00105150692|2583449|0| |1
6050|20170128|00105147396|2346923|0| |1
6050|20170128|00105152709|2346923|0| |1
6050|20170128|00105154077|2060173|0|1.0000|20
6050|20170128|00105101585|2373078|0|1.0000|20
6050|20170128|00105118380|2666148|0| |1
6050|20170128|00105152224|2602697|0|1.0000|20
6050|20170128|00105146529|2602697|0| |1
6050|20170128|00105147326|2577840|0|1.0000|20
6050|20170128|00105149682|2235468|0| |1
6050|20170128|00105148417|2580223|0|1.0000|20
6050|20170128|00105145393|2301502|0|0.5000|21
6050|20170128|00105154478|2081368|0|1.0000|20
6050|20170128|00105151390|2322322|0| |1
6050|20170128|00105141364|2346923|0|1.0000|20
6050|20170128|00105152398|2523862|0| |1
6050|20170128|00105153373|2047106|0| |1
6050|20170128|00105151755|2523862|0| |1
6050|20170128|00105151539|2523862|0|1.0000|20
6050|20170128|00105148309|2178060|0| |1
6050|20170128|00105154388|2318115|0| |1
6050|20170128|00105127192|2516748|0| |1
6050|20170128|00105155030|2587371|0| |1
6050|20170128|00105153299|2155133|0|1.0000|20
6050|20170128|00105121574|2306441|0| |1
6050|20170128|00105149343|2509394|0| |1
6050|20170128|00105137115|2301018|0|1.0000|20
6050|20170128|00105154712|2384657|0| |1
6050|20170128|00105149351|2509394|0|1.0000|20
6050|20170128|00105151063|2661886|0| |1
6050|20170128|00105146965|2346923|0|1.0000|20
6050|20170128|00105153315|2346923|0| |1
6050|20170128|00105154449|2652608|0| |1
6050|20170128|00105138690|2346923|0|1.0000|20
6050|20170128|00105128044|2346923|0|1.0000|20
6050|20170128|00105146380|2600283|0|0.5000|21
6050|20170128|00105146169|2346923|0| |1
6050|20170128|00105147680|2586174|0|1.0000|20
6050|20170128|00105155269|2259409|0| |1
6050|20170128|00105154552|2560098|0| |1
6050|20170128|00105154545|2560098|0| |1
6050|20170128|00105155399|2536817|0|1.0000|20
6050|20170128|00105153893|2223734|0|0.5000|21
6050|20170128|00105151109|2577081|0|1.0000|20
6050|20170128|00105145283|2504670|0|0.3000|21
6050|20170128|00105153652|2423324|0| |1
6050|20170128|00105147178|2424777|0|0.2000|20
6050|20170128|00105140371|2566539|0| |1
6050|20170128|00105153359|2563738|0|1.0000|20
6050|20170128|00105154850|2578834|0| |1
6050|20170128|00105154844|2578834|0|1.0000|20
6050|20170128|00105154844|2649772|0|0.0000|21
6050|20170128|00105154820|2578834|0| |1
6050|20170128|00105154815|2578834|0| |1
6050|20170128|00105151381|2601928|0|0.0000|21
6050|20170128|00105151006|2346923|0|1.0000|20
6050|20170128|00105151696|2346923|0|1.0000|20
6050|20170128|00105153287|2346923|0|1.0000|20
6050|20170128|00105153266|2346923|0|1.0000|20
6050|20170128|00105153365|2346923|0| |1
6050|20170128|00105153459|2346923|0| |1
6050|20170128|00105153426|2346923|0|1.0000|20
6050|20170128|00105153707|2346923|0|1.0000|20
6050|20170128|00105099870|2577840|0|1.0000|20
6050|20170128|00105099870|2577840|0| |1
6050|20170128|00105086636|2346923|0| |1
6050|20170128|00105086636|2346923|0|1.0000|20
6050|20170128|00105137182|2277820|0|1.0000|20
6050|20170128|00105131794|2509394|0| |1
6050|20170128|00105134557|2567681|0|1.0000|20
6050|20170128|00105141032|2346923|0|1.0000|20
6050|20170128|00105141032|2346923|0| |1
6050|20170128|00105118072|2664332|0|1.0000|20
6050|20170128|00105113221|2346923|0|1.0000|20
6050|20170128|00105113221|2346923|0| |1
6050|20170128|00105110067|2346923|0|1.0000|20
6050|20170128|00105110067|2346923|0| |1
6050|20170128|00105118802|2652608|0|1.0000|20
6050|20170128|00105118802|2652608|0| |1
6050|20170128|00105138113|2346923|0|1.0000|20
6050|20170128|00105138113|2346923|0| |1
6050|20170128|00105134976|2231327|0| |1
6050|20170128|00105134976|2231327|0|1.0000|20
6050|20170128|00105144008|2346923|0|1.0000|20
6050|20170128|00105142362|2346923|0|1.0000|20
6050|20170128|00105142362|2346923|0| |1
6050|20170128|00105143276|2346923|0| |1
6050|20170128|00105146923|2549440|0| |1
6050|20170128|00105146923|2549440|0|1.0000|20
6050|20170128|00105139219|2382970|0| |1
6050|20170128|00105139219|2382970|0|1.0000|20
6050|20170128|00105144016|2346923|0|1.0000|20
6050|20170128|00105126547|2277820|0|1.0000|20
6050|20170128|00105126547|2277820|0| |1
6050|20170128|00105151347|2660962|0|1.0000|20
6050|20170128|00105151347|2660962|0| |1
6050|20170128|00105126371|2346923|0|1.0000|20
6050|20170128|00105126371|2346923|0| |1
6050|20170128|00105140043|2630927|0| |1
6050|20170128|00105139633|2583449|0| |1
6050|20170128|00105151749|2150004|0|1.0000|20
6050|20170128|00105127319|2346923|0|1.0000|20
6050|20170128|00105153848|2081368|0|1.0000|20
6050|20170128|00105152386|2346923|0|1.0000|20
6050|20170128|00105150482|2647002|0|1.0000|20
6050|20170128|00105150482|2647002|0| |1
6050|20170128|00105149659|2346923|0|1.0000|20
6050|20170128|00105149659|2346923|0| |1
6050|20170128|00105153458|2389908|0|1.0000|20
6050|20170128|00105153458|2389908|0| |1
6050|20170128|00105150496|2346923|0| |1
6050|20170128|00105146511|2283870|0| |1
6050|20170128|00105105783|2346923|0|1.0000|20
6050|20170128|00105149206|2609212|0|0.5000|20
6050|20170128|00105149206|2609212|0| |1
6050|20170128|00105149206|2176295|0|0.5000|21
6050|20170128|00105146464|2346923|0|1.0000|20
6050|20170128|00105146587|2580223|0|1.0000|20
6050|20170128|00105146587|2580223|0| |1
6050|20170128|00105149297|2382970|0|1.0000|20
6050|20170128|00105138714|2661811|0|1.0000|20
6050|20170128|00105138714|2661811|0| |1
6050|20170128|00105154129|2574970|0|1.0000|20
6050|20170128|00105154129|2574970|0| |1
6050|20170128|00105146874|2531579|0|1.0000|20
6050|20170128|00105148924|2424186|0|1.0000|20
6050|20170128|00105148924|2424186|0| |1
6050|20170128|00105151000|404769|0| |1
6050|20170128|00105147704|2374875|0|1.0000|20
6050|20170128|00105147704|2374875|0| |1
6050|20170128|00105144869|2509394|0|1.0000|20
6050|20170128|00105151681|2602697|0|1.0000|20
6050|20170128|00105151681|2602697|0| |1
6050|20170128|00105154246|2525273|0|1.0000|20
6050|20170128|00105154246|2525273|0| |1
6050|20170128|00105152109|2602697|0|1.0000|20
6050|20170128|00105152109|2602697|0| |1
6050|20170128|00105137349|2041513|0|1.0000|20
6050|20170128|00105137349|2041513|0| |1
6050|20170128|00105124173|2666148|0|1.0000|20
6050|20170128|00105124173|2666148|0| |1
6050|20170128|00105151281|963171|0|1.0000|20
6050|20170128|00105151280|963171|0|1.0000|20
6050|20170128|00105151280|963171|0| |1
6050|20170128|00105146081|2509996|0|1.0000|20
6050|20170128|00105146081|2509996|0| |1
6050|20170128|00105154387|2070627|0|1.0000|20
6050|20170128|00105153641|147652|0|1.0000|20
6050|20170128|00105153641|147652|0| |1
6050|20170128|00105152432|1080098|0|1.0000|20
6050|20170128|00105134250|111962|0|1.0000|20
6050|20170128|00105134250|111962|0| |1
6050|20170128|00105151530|2149054|0|1.0000|20
6050|20170128|00105149964|2661886|0|1.0000|20
6050|20170128|00105149964|2661886|0| |1
6050|20170128|00105153125|2602697|0|1.0000|20
6050|20170128|00105153845|2531181|0|1.0000|20
6050|20170128|00105130848|2369064|0|1.0000|20
6050|20170128|00105153850|2531181|0|1.0000|20
6050|20170128|00105153850|2531181|0| |1
6050|20170128|00105152781|2659762|0|1.0000|20
6050|20170128|00105152781|2659762|0| |1
6050|20170128|00105145908|2549440|0|1.0000|20
6050|20170128|00105145908|2549440|0| |1
6050|20170128|00105154576|2516748|0|1.0000|20
6050|20170128|00105154576|2516748|0| |1
6050|20170128|00105152618|2346923|0|1.0000|20
6050|20170128|00105152618|2346923|0| |1
6050|20170128|00105154060|2060173|0| |1
6050|20170128|00105149553|2373078|0|1.0000|20
6050|20170128|00105149553|2505168|0| |1
6050|20170128|00105140069|2580221|0|1.0000|20
6050|20170128|00105140069|2580221|0| |1
6050|20170128|00105145393|2300446|0|0.5000|20
6050|20170128|00105145393|2300446|0| |1
